node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,117.407454,147.267050,178.195488,237.881438,274.261404,309.115337,373.370689,439.721544,484.717515,555.029275,83.818789,95.096610,147.328405,204.005906,261.735632,302.669676,390.559554,426.109536,507.922416,538.726096,0.000000,64.321967,144.556699,197.707674,258.089887,300.250521,350.180143,440.435148,509.785952,536.001170,60.559852,87.932940,128.515369,212.546887,262.093469,298.159507,361.053895,449.002970,500.767215,558.943399,117.738220,153.491040,183.117112,219.992221,303.743186,350.329034,387.585677,468.505463,501.801938,588.302790,153.054694,180.535583,216.847700,262.875785,313.736885,358.283078,434.199883,474.656374,547.976554,591.489890,217.886686,242.746250,273.156755,305.194373,361.448152,421.355229,446.523017,504.715180,557.655599,601.203796,278.663302,291.524273,347.945218,373.985577,407.674691,451.849317,493.035483,558.677670,587.708516,650.930558,361.109171,362.038834,389.760229,428.981860,456.145661,505.662300,527.562915,578.002181,638.897030,693.335424,423.313876,418.198075,431.658168,468.867112,481.055526,541.282484,589.647588,632.686204,685.075902,708.310328
21,112.898532,113.811573,126.447147,177.124964,211.032292,244.893962,309.053884,375.967354,420.806603,491.233274,93.448528,52.261165,83.007862,139.952863,197.611847,239.459774,327.281487,363.525499,445.362338,477.059769,64.321967,0.000000,85.644188,135.790793,199.757717,240.808778,289.437863,379.793502,450.673983,476.369891,96.794712,77.666820,85.414761,166.373102,209.875964,243.565003,306.648568,394.789194,445.402751,502.115532,144.964192,148.373525,165.039882,189.707262,262.460871,305.276363,339.728277,417.956253,448.938360,534.575438,185.575367,187.082903,211.018709,232.901300,284.335962,321.646408,391.908838,427.823695,499.571834,542.940080,237.490281,249.630836,262.440608,292.539418,335.904852,388.989866,411.829315,466.217461,515.979640,556.398819,302.240221,304.184683,345.087848,362.926571,390.522543,426.224239,459.285495,522.677757,550.861114,611.171095,382.634407,374.213097,390.317296,420.934115,439.776624,484.248015,500.360551,549.914851,604.173489,655.294252,445.788059,429.262953,432.877668,463.162577,471.970654,525.379207,566.419856,607.268965,654.648296,674.355023
22,182.747282,156.968468,133.889384,143.784174,159.844238,181.278351,240.734628,298.976078,344.511602,414.032678,173.116531,109.437793,46.138404,88.939627,126.360661,161.050672,248.463574,282.580344,364.228925,394.335836,144.556699,85.644188,0.000000,55.093730,114.271731,155.883870,205.632083,295.879263,365.691182,391.683826,150.488145,97.263861,46.070184,90.923019,126.150435,158.332211,221.311071,309.384452,359.792437,416.511086,175.985225,138.780961,132.475899,134.419670,187.545903,225.703596,257.575832,333.833018,363.836658,449.180559,215.181805,183.889282,187.209669,173.405826,222.274685,249.902324,313.559119,345.786506,416.318925,459.503428,244.067332,238.101623,226.112209,251.324084,276.261736,320.188904,340.234038,390.388897,437.157378,475.147595,308.490465,295.646868,313.522090,319.999885,339.036221,363.943366,387.945479,448.573224,475.792570,533.357084,381.726358,361.030345,361.113810,379.660546,387.827917,425.532632,435.108747,483.146661,530.616952,578.651544,443.840839,412.390850,402.978716,423.586800,427.999532,472.211299,504.523666,542.646759,584.705842,601.075176
23,217.132782,178.318319,138.074526,117.131814,117.950795,130.514048,187.100222,243.918248,289.430847,359.033358,214.646627,145.651181,63.928435,60.714811,73.397154,106.007244,193.598321,228.425159,310.222041,341.330975,197.707674,135.790793,55.093730,0.000000,69.553630,106.809462,153.826862,244.129200,315.853104,341.131600,205.384660,150.525086,94.226007,89.100348,97.278265,119.982748,180.347631,266.836770,315.036897,369.461173,227.494500,180.544085,163.766896,148.669533,172.676477,200.770273,226.270166,296.196285,322.485479,405.907388,265.319871,224.807839,218.117594,178.900898,221.388896,236.186145,288.212365,313.110345,380.216017,422.664346,286.145902,272.511183,246.735916,267.123469,275.201231,307.784380,323.925452,367.512034,409.219302,442.741172,348.662870,329.449658,333.577923,331.805945,343.360173,357.576372,371.013401,427.266234,452.910366,506.136800,417.255366,390.763000,381.383050,391.105615,390.551019,421.431634,424.326309,470.087544,509.186697,552.796596,477.916006,439.064554,421.871727,435.379258,436.407555,472.378215,496.218628,531.189498,567.148815,579.457524
24,286.654983,246.896216,202.653703,163.226673,143.037691,130.587660,166.751823,200.992380,246.322081,312.584054,283.153680,214.822084,133.448572,116.744785,80.555877,74.435737,148.832702,176.605282,256.421424,283.519765,258.089887,199.757717,114.271731,69.553630,0.000000,42.992049,94.847972,183.633544,251.696140,277.991686,254.512913,195.436294,137.363505,79.469246,44.021555,51.747139,110.794185,197.555650,246.561984,302.412830,263.952886,202.260897,172.906101,138.707849,122.946496,139.072821,159.471102,226.789926,253.047481,336.950878,297.098777,241.584523,220.633823,152.824132,183.199981,183.198448,224.091710,244.954210,310.948237,353.251261,301.546793,276.393730,233.094212,245.939297,233.596571,253.555667,265.942348,304.081303,342.651298,374.288702,358.595920,329.894870,314.692500,302.663445,305.149563,307.841460,311.786415,364.362805,388.861043,439.559424,417.822266,383.258886,361.209170,359.736291,349.358291,372.691787,369.443483,412.827883,445.728609,486.739154,475.003719,426.059911,398.896594,403.422009,400.527933,427.091758,442.684578,474.717057,505.922729,515.604170
25,322.289308,278.481966,229.672412,178.309377,147.225767,120.966223,140.531519,161.754941,206.432073,271.248412,321.367628,252.002035,169.900679,141.914621,87.364570,55.280189,110.042186,134.661716,213.728724,240.528619,300.250521,240.808778,155.883870,106.809462,42.992049,0.000000,52.046559,140.734759,209.880755,235.801879,297.494583,238.358599,180.347719,117.235519,67.539391,44.390911,81.354844,162.676507,208.936223,262.655032,305.867816,242.095862,210.291183,171.265990,132.096074,131.790071,140.901959,197.018769,218.789329,300.321652,338.078045,279.639584,254.653136,176.847900,197.530826,184.371285,208.762719,220.366999,281.380310,322.497548,338.481849,309.813470,260.055505,268.633035,243.106121,250.687743,258.410859,288.293158,320.804785,347.579232,393.200188,361.219909,337.090122,319.211976,315.347663,308.265715,301.790934,348.629784,371.129016,417.004401,448.295100,410.462899,382.145618,373.800379,356.431071,372.968901,363.661541,403.910003,428.478201,464.946618,503.520647,450.103185,417.717363,416.487914,410.883140,429.757906,437.512268,466.148547,491.431095,497.353334
26,364.157319,316.323661,263.616627,202.020248,161.790213,122.714731,115.798997,114.144176,157.304837,220.152615,366.224660,296.198241,214.525181,177.538207,113.467884,65.395939,65.207216,83.292379,161.682318,189.079323,350.180143,289.437863,205.632083,153.826862,94.847972,52.046559,0.000000,90.360765,162.808955,187.486868,349.287936,290.282794,232.147289,167.925829,114.933777,81.297996,75.205729,132.987358,171.615542,219.897829,357.769123,293.075629,259.991590,218.411666,163.715081,147.205398,140.908746,174.937759,187.782594,263.230262,389.547529,329.456809,301.835231,217.955776,229.901983,204.571644,207.848530,205.578371,256.720635,295.112123,387.355269,356.184613,301.747002,306.580958,269.316363,263.339890,265.257182,283.621448,306.930399,326.063540,440.132801,405.618076,373.838929,350.663885,340.505302,323.001782,304.260282,342.602585,362.007281,400.540821,491.550005,450.989047,417.054288,402.013562,377.566564,386.264378,369.971700,405.704928,419.162037,449.013754,544.795994,487.452744,450.239537,443.179553,434.785462,444.978878,443.445948,467.575446,485.051285,485.944948
27,451.816467,401.645847,346.784420,278.938437,233.466666,187.425813,147.784714,84.269724,106.204646,149.442534,455.464828,385.318548,304.114732,263.475316,197.231886,148.135445,79.590282,45.527741,81.138968,100.580046,440.435148,379.793502,295.879263,244.129200,183.633544,140.734759,90.360765,0.000000,75.870626,98.193112,437.792941,378.381749,320.748521,250.723975,195.073032,156.860010,112.021932,95.271023,105.963198,138.652196,442.741708,374.792757,338.873419,293.246168,219.787826,184.336258,156.998897,142.306689,133.940492,190.560872,472.306544,407.709513,374.705543,283.017349,280.880553,239.536642,208.576011,181.749570,208.101581,238.789615,462.726557,426.475386,364.444776,362.646811,307.957596,280.461029,272.543294,269.459064,274.605776,278.816221,510.541655,471.155864,425.731221,394.041866,373.598233,339.435767,300.994805,322.112322,335.069838,359.110473,553.627613,508.239526,464.561579,438.085342,402.273098,397.167467,369.565087,395.934217,389.542239,406.992572,602.260363,538.069614,492.683743,475.411361,462.351877,457.109978,439.499003,455.050893,458.516371,450.727852
28,526.534523,477.117514,422.539741,354.727314,308.941754,262.449941,217.623791,140.007509,138.196200,144.775166,529.027919,459.006588,377.291907,338.664588,272.697922,223.496809,152.814094,113.508368,81.463341,63.895239,509.785952,450.673983,365.691182,315.853104,251.696140,209.880755,162.808955,75.870626,0.000000,27.943817,502.643860,442.928801,386.596308,310.960588,255.193486,216.528177,159.376920,93.568793,61.662904,65.192003,502.339817,431.364313,393.186372,345.039318,261.013250,216.239229,178.831149,125.630319,95.772066,122.430638,528.895927,460.127435,422.503734,327.063995,313.866048,263.288843,208.677742,164.405244,162.375302,183.042004,511.375184,470.763024,403.419696,396.004524,329.482598,286.405760,270.992498,249.786304,238.362187,228.933939,553.558425,510.139978,453.529273,415.557302,387.284400,340.917337,288.295869,293.249510,299.971153,310.757185,588.024006,538.917338,487.526644,451.954973,407.782076,391.295685,355.378770,372.736276,349.956654,356.761458,631.659146,562.220609,510.568181,484.941056,468.275842,450.166998,419.643390,427.590248,419.470513,404.881380
29,550.007869,499.565904,444.289039,374.913373,328.292266,281.172379,232.200647,150.270286,139.751539,132.373316,553.449622,483.331824,401.911453,361.602623,295.247916,246.247051,170.821128,130.198561,79.035140,48.554019,536.001170,476.369891,391.683826,341.131600,277.991686,235.801879,187.486868,98.193112,27.943817,0.000000,529.802480,470.101780,413.520716,338.517174,282.683072,243.974633,187.282874,119.549286,80.264918,58.697747,530.059438,459.222836,421.102290,372.980760,288.777061,243.579240,205.557888,147.249336,112.727355,118.806527,556.775770,488.071161,450.386781,354.868369,340.948615,289.585619,231.732557,184.393439,172.156443,186.689295,539.259389,498.480316,430.846312,422.943102,355.166103,309.724234,292.889357,267.233444,250.237230,234.762447,581.157753,537.463298,479.714461,440.941613,411.465094,362.898289,307.237674,307.062455,311.357696,316.116685,614.832884,565.339134,512.959382,475.940126,430.269499,411.204196,373.274017,387.708399,358.959670,360.702415,657.812926,587.703917,535.121269,507.981692,490.613265,469.488806,435.377348,440.717757,428.156100,410.618503
30,177.532443,201.518540,222.881195,271.643193,301.178187,329.474765,390.722579,448.598885,494.260920,563.222752,144.367515,143.366520,170.421991,228.176559,276.419090,310.845019,397.446391,429.630007,510.483834,537.973418,60.559852,96.794712,150.488145,205.384660,254.512913,297.494583,349.287936,437.792941,502.643860,529.802480,0.000000,59.718718,117.149937,193.676177,248.203310,286.473075,347.339017,433.406430,486.429073,546.656502,57.178566,104.208887,140.322184,184.430889,274.837915,324.250122,364.055229,447.195222,483.422980,570.429154,93.681100,123.394726,164.171057,224.853625,273.550823,323.295176,403.446791,448.477029,522.938633,566.256551,157.365729,184.229017,221.461612,253.883936,317.261177,381.489317,408.292525,469.265207,524.842443,571.404808,218.280758,231.436663,291.535144,320.862536,357.415353,406.471882,453.458314,520.442656,550.005307,615.520867,300.664369,301.830385,331.904764,374.012819,404.996323,457.046263,482.603473,533.315330,599.003466,656.063965,363.005670,358.025278,373.417679,412.730626,426.211111,489.324735,541.620452,585.846341,641.514596,667.410898
31,185.690571,191.355500,196.892629,231.845129,255.022234,278.537723,337.496809,391.615248,437.331497,505.712863,159.201196,129.820424,127.194483,182.248199,223.277105,254.442837,340.063980,371.259697,451.746271,478.681567,87.932940,77.666820,97.263861,150.525086,195.436294,238.358599,290.282794,378.381749,442.928801,470.101780,59.718718,0.000000,58.460838,134.408283,188.564444,226.773250,287.824614,374.223911,427.121575,487.159645,79.625143,71.688089,95.771645,132.552903,219.297245,267.643140,306.630515,389.255277,424.806460,511.790496,120.012343,109.471760,135.451784,175.137662,225.845443,271.481929,349.222161,392.197556,466.323942,509.765358,162.005474,171.969463,189.444718,220.761046,273.663807,333.574720,359.027081,418.000462,471.955513,516.921892,227.310773,226.685159,269.368425,290.620274,321.867360,364.155218,405.340442,471.269028,500.438967,564.353703,306.456549,296.588023,313.814373,347.394135,370.736174,418.801613,439.759504,490.150622,551.221019,606.232776,369.621546,351.596165,356.315622,388.769090,399.022715,456.210170,502.474077,545.155354,597.145891,620.518109
32,196.596751,183.819952,171.855121,189.510494,205.445559,224.238863,281.141244,333.284917,379.002904,447.271216,178.847326,127.201924,87.964620,135.007800,167.605303,196.417754,281.659051,312.841180,393.455170,420.847398,128.515369,85.414761,46.070184,94.226007,137.363505,180.347719,232.147289,320.748521,386.596308,413.520716,117.149937,58.460838,0.000000,84.158204,134.428288,171.624998,233.896583,321.415969,373.700896,432.834223,133.307738,92.951244,91.339797,105.700914,178.035397,222.763132,259.258928,339.994560,373.613205,460.296756,171.229001,138.020321,144.684824,148.373443,199.586070,236.349404,308.181675,346.669236,419.664504,463.170822,198.012895,193.601731,188.373036,215.982578,251.929491,303.605951,326.446329,381.394923,432.167464,474.085658,262.534037,251.056544,274.780410,285.979732,309.627147,341.844566,373.879388,437.464878,465.785536,526.793026,336.462226,317.557938,321.843845,345.180481,358.873923,400.967985,415.478560,464.831739,518.859928,570.503914,398.832294,369.904086,364.134365,388.533180,394.959268,444.203242,482.351366,522.602991,569.280699,589.000727
33,272.220013,247.593983,218.828781,206.210693,202.070200,202.214696,245.219939,278.821529,323.656251,388.054821,258.994055,199.389385,132.372936,149.631969,145.667935,153.042531,226.856639,251.211729,328.158216,351.204480,212.546887,166.373102,90.923019,89.100348,79.469246,117.235519,167.925829,250.723975,310.960588,338.517174,193.676177,134.408283,84.158204,0.000000,55.952701,94.687065,153.822504,239.816795,292.762374,353.046043,192.158294,125.157873,93.556128,62.580658,97.128115,139.059781,175.101889,256.197172,290.725357,377.642962,222.015787,162.607843,141.786088,89.853481,134.441618,159.001743,225.576809,262.581371,335.508386,379.016003,222.174754,197.631483,160.679066,178.858266,188.669560,229.324993,249.393720,300.812277,349.637065,390.395912,279.280442,252.166950,246.252859,242.726486,255.130563,274.395264,297.109978,358.364972,385.956496,445.065812,340.372113,308.629016,293.867444,302.005290,302.908526,336.978049,344.579968,392.348668,440.303464,489.638587,398.822157,354.346415,333.763653,346.279017,347.532255,385.867758,414.635888,452.099064,493.821987,510.724010
34,307.551415,274.059486,235.291302,203.860813,186.656101,174.054574,205.453704,228.148933,272.086833,334.653490,299.266483,234.286631,157.082069,153.294277,124.422517,114.491760,176.990506,197.911830,273.247083,295.446518,262.093469,209.875964,126.150435,97.278265,44.021555,67.539391,114.933777,195.073032,255.193486,282.683072,248.203310,188.564444,134.428288,55.952701,0.000000,38.745217,99.532274,187.027891,239.291077,298.752734,248.074985,179.873586,145.312387,103.973836,79.800210,103.557208,131.809315,208.085092,239.826611,326.212252,277.266293,214.742751,187.464850,111.085433,139.196225,141.681011,191.299530,219.888354,290.187799,333.415533,272.425802,242.411410,193.343056,203.953150,189.716388,212.884528,227.398624,270.322788,313.378766,349.473749,325.988938,293.698715,272.718456,259.037744,261.159032,265.624237,274.176057,330.000356,355.782781,410.133320,380.883534,343.861111,318.755425,315.841125,305.595656,330.312614,329.326403,374.034256,411.948676,456.375953,436.553920,384.935436,355.849355,359.467540,356.511813,383.993807,402.050403,435.531313,469.992995,482.253214
35,336.106375,298.122876,254.397750,212.236879,186.554256,164.355932,183.984715,195.433518,238.138490,298.673091,330.528979,263.503555,183.295013,168.194614,124.374473,99.318489,145.848094,162.574244,235.822463,257.031457,298.159507,243.565003,158.332211,119.982748,51.747139,44.390911,81.297996,156.860010,216.528177,243.974633,286.473075,226.773250,171.624998,94.687065,38.745217,0.000000,63.113487,151.276270,202.611555,261.228826,286.755041,217.943861,182.305595,138.291175,87.885238,90.624359,107.783720,176.709259,205.506116,291.028752,315.506194,251.470428,221.353061,136.923043,153.706836,140.718882,173.158603,193.372167,260.411665,303.080001,307.942439,275.241311,220.714162,226.958749,198.716408,208.460586,218.175079,253.222020,290.921452,322.868347,359.316790,324.321147,294.970461,275.434876,270.956941,265.166372,262.970978,313.606050,337.662201,387.821094,410.331870,370.428574,339.373356,329.589391,312.196336,330.012863,322.859723,364.682682,394.676460,435.042381,464.036083,408.361302,374.279490,372.171528,366.494346,386.271130,396.549564,426.811077,455.660970,464.382293
36,397.415356,356.948324,310.065793,259.375931,225.714057,192.735143,190.855077,173.405826,209.765592,261.071582,393.005195,325.325025,244.224731,222.442618,168.138602,128.435153,133.408009,133.506174,193.099617,207.207794,361.053895,306.648568,221.311071,180.347631,110.794185,81.354844,75.205729,112.021932,159.376920,187.282874,347.339017,287.824614,233.896583,153.822504,99.532274,63.113487,0.000000,88.162854,139.819019,199.335097,343.597502,272.061401,233.823371,185.934537,107.768443,76.637563,65.825942,116.547408,142.708590,227.928221,369.538289,301.103376,265.101705,171.638691,169.775336,134.379684,133.447895,139.141899,200.967964,242.815000,353.758249,315.584201,252.461014,250.992744,201.737954,188.862319,190.052780,210.950127,239.988041,266.341966,399.421110,359.258996,315.134374,286.265038,271.017281,248.758363,229.474514,270.760029,291.900517,335.874561,441.634577,396.696351,355.472192,334.150314,305.433441,311.516769,294.818066,331.232907,349.288365,383.935498,490.796664,428.149893,385.760785,373.885501,363.783601,370.516082,368.363353,393.268419,413.665750,417.499601
37,483.865891,441.156381,391.685364,334.247572,294.772767,254.350486,231.135414,179.209881,199.135508,228.411753,480.575009,412.363556,330.739919,304.061998,243.978638,197.811841,162.259206,138.502581,158.369027,154.953702,449.002970,394.789194,309.384452,266.836770,197.555650,162.676507,132.987358,95.271023,93.568793,119.549286,433.406430,374.223911,321.415969,239.816795,187.027891,151.276270,88.162854,0.000000,53.442437,115.182746,425.911639,352.638147,312.914991,263.534727,174.226207,126.159193,86.450802,47.540442,56.132935,139.796864,448.931559,377.163680,336.576806,240.242598,222.189917,170.037289,118.730692,86.482939,124.045074,162.212046,425.149467,382.292926,313.029068,303.816842,235.917344,195.099967,182.641062,174.266383,181.944858,194.178056,463.981293,419.127122,360.182969,322.004871,294.516227,251.700513,207.079364,227.154265,241.296390,271.226429,495.483423,445.794672,393.963842,359.316095,317.310600,306.102521,275.616027,300.721299,296.784607,319.676420,538.295584,468.652780,417.383535,393.427129,377.868149,365.837736,344.664266,359.794248,365.167287,360.258862
38,531.225105,486.267155,434.820233,373.101042,330.668857,287.087696,253.322067,186.386322,194.037984,206.428096,529.560139,460.648338,378.638418,347.922492,285.029889,236.846232,184.246493,151.177717,141.445228,124.879921,500.767215,445.402751,359.792437,315.036897,246.561984,208.936223,171.615542,105.963198,61.662904,80.264918,486.429073,427.121575,373.700896,292.762374,239.291077,202.611555,139.819019,53.442437,0.000000,62.007971,479.354058,406.050976,366.267761,316.835010,226.840438,177.757423,136.643025,67.543346,34.183598,91.797457,502.232779,430.150608,388.946382,292.574255,271.593337,216.903748,152.628639,104.146289,104.829981,132.866873,477.282388,433.560039,363.246854,352.124303,279.933467,230.596063,212.845746,188.278044,178.088607,174.421730,514.446267,468.510956,405.484222,364.628115,333.098687,282.831867,227.398066,231.929414,239.735054,255.717987,542.678472,491.702291,436.587417,397.230443,350.381051,331.065099,294.054394,311.120610,291.181873,302.976994,583.098899,511.319325,457.091848,428.376465,410.626669,389.550174,357.980518,366.358260,360.718079,348.823049
39,583.628046,536.173576,482.768272,416.934112,371.992586,326.076718,282.765754,204.591288,197.992420,188.231701,583.981353,514.417353,432.322667,397.383888,332.396024,283.264958,217.249885,178.515819,137.621212,105.509407,558.943399,502.115532,416.511086,369.461173,302.412830,262.655032,219.897829,138.652196,65.192003,58.697747,546.656502,487.159645,432.834223,353.046043,298.752734,261.228826,199.335097,115.182746,62.007971,0.000000,540.844514,467.759362,428.092932,378.715710,288.840809,239.601824,198.238783,123.021126,81.106803,60.111494,564.113729,492.153041,450.887703,354.522771,332.434070,276.722574,206.720911,152.653407,121.719043,129.907724,539.145925,495.097617,424.335738,412.193545,337.708798,283.438469,262.472590,226.577819,200.614183,179.001448,575.547071,529.034161,463.505141,420.962416,386.743485,331.511592,268.984454,259.371540,260.331081,259.541787,601.709782,549.923798,492.595738,449.868900,399.612976,373.838166,331.910361,341.006933,305.032691,303.226947,640.343565,567.108674,510.791038,478.421538,459.000088,430.311832,389.566606,391.016099,373.663362,354.000476
40,234.490180,255.294556,270.690932,310.927411,334.599637,356.980997,414.440860,463.933928,509.553325,576.515903,201.539242,195.255390,206.502999,261.872359,300.818028,328.580911,411.892931,440.431185,519.206740,543.283362,117.738220,144.964192,175.985225,227.494500,263.952886,305.867816,357.769123,442.741708,502.339817,530.059438,57.178566,79.625143,133.307738,192.158294,248.074985,286.755041,343.597502,425.911639,479.354058,540.844514,0.000000,74.633794,115.354211,164.621372,257.627086,308.436505,349.892314,433.718883,472.373789,558.869651,41.067840,74.435062,121.223990,199.256661,243.284908,297.691502,380.826251,429.967357,504.654763,547.334960,100.253723,130.611494,177.713584,209.863086,281.023661,349.171664,377.413531,440.655210,498.462002,547.750219,161.416628,174.964725,240.036320,273.429846,313.181817,367.503733,420.521980,488.324834,518.219282,585.698044,243.664832,245.112579,278.257917,323.839633,359.263640,413.900462,443.414045,494.076932,564.548877,624.054040,306.180813,301.324557,319.150292,360.947573,375.935462,442.156078,498.640902,543.964526,602.925198,631.531819
41,257.327366,261.105672,260.084834,282.450985,296.387632,310.420352,362.283857,403.132881,448.265651,513.176551,230.053610,199.914596,180.185601,227.475537,252.493839,272.296499,351.006625,376.352790,453.047122,474.924005,153.491040,148.373525,138.780961,180.544085,202.260897,242.095862,293.075629,374.792757,431.364313,459.222836,104.208887,71.688089,92.951244,125.157873,179.873586,217.943861,272.061401,352.638147,406.050976,467.759362,74.633794,0.000000,40.720455,90.120053,183.067095,233.910425,275.471835,359.273160,398.214409,484.548390,97.678184,45.110267,64.059561,125.223440,171.271631,224.046250,306.654000,355.370073,430.069612,472.806826,105.864401,103.081012,119.674252,151.721175,213.195073,278.626018,306.107579,368.375252,425.410784,473.967682,169.753865,159.782447,197.710670,220.641831,254.555104,302.263138,350.474790,417.864991,447.600194,514.122535,243.868932,228.210845,242.186690,276.491947,302.790554,353.457018,378.394851,429.108152,495.638824,553.647567,306.511725,282.281274,284.711591,317.430385,328.351310,387.818788,437.876508,481.826298,537.350971,563.691086
42,277.508419,272.902431,263.123967,274.261285,281.692662,289.944935,337.350904,372.042464,416.621774,479.948157,253.593117,213.637711,177.728274,217.323091,232.019835,245.689777,320.202202,343.153307,418.118213,438.458625,183.117112,165.039882,132.475899,163.766896,172.906101,210.291183,259.991590,338.873419,393.186372,421.102290,140.322184,95.771645,91.339797,93.556128,145.312387,182.305595,233.823371,312.914991,366.267761,428.092932,115.354211,40.720455,0.000000,49.630046,142.414928,193.278736,234.918051,318.686444,357.826676,444.035367,136.121084,69.465238,55.041510,85.289472,133.230668,184.216664,266.303986,314.679573,389.386587,432.163760,128.641640,108.751454,98.053163,127.520622,178.531877,241.204976,267.993854,329.403017,385.826155,433.846694,187.195359,165.761186,183.581851,197.923988,226.626024,268.778405,313.180682,380.121230,409.696981,475.489900,253.489068,229.006365,230.521136,256.258294,275.698758,323.038559,344.607245,395.142900,458.827414,515.761090,314.323233,279.919138,272.851612,298.981858,307.024735,361.294472,406.720755,449.572698,502.677288,527.483631
43,302.001405,287.956593,268.182326,265.180417,264.098635,264.625156,305.459663,332.050324,375.715917,436.959919,282.335344,232.806043,180.192102,207.844606,208.247219,213.134409,280.963284,300.748316,373.369250,391.980630,219.992221,189.707262,134.419670,148.669533,138.707849,171.265990,218.411666,293.246168,345.039318,372.980760,184.430889,132.552903,105.700914,62.580658,103.973836,138.291175,185.934537,263.534727,316.835010,378.715710,164.621372,90.120053,49.630046,0.000000,93.015600,143.816434,185.353250,269.153494,308.198756,394.445818,185.399875,115.170552,83.500556,43.404107,94.897056,139.227512,219.180247,266.045977,340.764106,383.741212,169.748391,138.567529,98.419174,118.957482,146.320214,201.567357,226.542050,285.658105,340.497537,387.107755,222.015291,191.197857,184.911202,186.070100,205.157296,236.520028,273.090948,338.744983,367.887128,432.037676,279.127041,246.128552,232.713727,245.768751,254.219468,295.267433,310.823818,360.632277,418.925788,473.689140,336.793482,291.875425,273.335555,289.878905,293.628996,339.203969,376.830105,417.582693,466.387971,488.454489
44,369.348118,343.169811,309.822769,283.360415,265.983170,249.795329,271.728156,275.144764,314.720235,368.636991,355.575126,296.468820,226.426737,231.364041,203.425947,186.230183,228.792435,237.849543,300.863241,313.501741,303.743186,262.460871,187.545903,172.676477,122.946496,132.096074,163.715081,219.787826,261.013250,288.777061,274.837915,219.297245,178.035397,97.128115,79.800210,87.885238,107.768443,174.226207,226.840438,288.840809,257.627086,183.067095,142.414928,93.015600,0.000000,50.876996,92.692168,176.325128,215.978965,301.786602,276.900088,203.555154,162.388885,66.203055,66.337116,63.610466,130.477183,173.730813,248.343347,291.540588,251.092315,209.789554,144.736973,144.302546,111.653531,135.174211,153.009975,203.862032,254.242346,297.712013,292.972305,251.642849,210.461151,187.854999,183.819298,186.038279,200.653140,261.239469,288.869822,348.797163,333.953753,289.892675,253.341249,241.716909,226.740822,250.609230,251.668707,297.909230,343.199001,392.867077,384.025016,324.069721,287.074473,284.425547,279.451214,304.245244,323.629238,358.685475,397.488653,413.633200
45,408.429004,377.297202,338.628548,302.010999,277.122351,252.618969,262.077615,250.033188,285.639465,333.598910,397.357647,335.077441,260.095614,255.028179,214.995775,186.659570,209.063220,209.864353,264.014944,272.178388,350.329034,305.276363,225.703596,200.770273,139.072821,131.790071,147.205398,184.336258,216.239229,243.579240,324.250122,267.643140,222.763132,139.059781,103.557208,90.624359,76.637563,126.159193,177.757423,239.601824,308.436505,233.910425,193.278736,143.816434,50.876996,0.000000,41.988715,125.451975,165.362010,250.941096,327.641387,253.862231,211.383006,115.112500,98.138962,57.873107,88.089112,124.578514,198.746447,242.146668,299.544700,256.140564,187.293232,180.538406,125.174438,119.019575,127.559380,166.765681,211.459974,251.361694,337.960035,293.904428,241.650152,210.277110,194.530227,177.418303,172.779609,226.524454,252.235785,307.728837,372.654886,325.208823,280.307926,257.513460,230.367030,241.752494,232.314984,274.198216,308.416454,353.426565,418.920590,353.735605,309.539004,297.415787,287.928257,299.401513,306.072542,336.272647,367.182148,378.700484
46,439.360223,404.515798,362.091651,318.189258,287.959136,257.475439,256.249546,230.778264,262.006165,303.981889,430.509655,366.090627,288.242000,275.947157,228.014423,192.238009,196.092736,189.082772,233.542569,237.464481,387.585677,339.728277,257.575832,226.270166,159.471102,140.901959,140.908746,156.998897,178.831149,205.557888,364.055229,306.630515,259.258928,175.101889,131.809315,107.783720,65.825942,86.450802,136.643025,198.238783,349.892314,275.471835,234.918051,185.353250,92.692168,41.988715,0.000000,83.832091,123.374756,209.131236,369.572364,295.848693,253.138324,156.985168,135.746006,85.003705,68.259514,88.225139,160.406893,203.916122,341.062344,296.922353,226.849639,217.433720,152.715414,126.097485,124.640222,147.395143,183.216884,217.670758,377.968691,332.721459,275.052777,239.239204,216.634256,186.062597,163.715581,207.730751,230.636320,280.149842,409.277237,360.149017,310.742239,281.220324,246.254654,247.461366,229.066831,265.614572,287.887330,327.268629,453.131534,385.106831,336.778569,318.455210,305.928859,306.937349,302.554906,327.728825,350.538984,357.189663
