node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
39,16,217.249885,,1,140.00021724988466
40,51,233.930364,REGISTERED,4,182.595183811228
40,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
40,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
40,52,121.223990,,1,180.00012122399
40,61,130.611494,,1,180.00013061149426
40,62,177.713584,,1,180.00017771358404
40,33,192.158294,,1,180.00019215829397
40,1,255.294556,,1,180.000255294556
40,31,226.685159,REGISTERED,2,182.59514836646275
41,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
41,51,233.930364,REGISTERED,4,182.595183811228
41,52,212.480517,REGISTERED,4,167.0015200030622
41,61,230.552769,REGISTERED,4,162.0007744032494
41,62,190.856849,REGISTERED,4,162.00075218258414
41,1,316.323661,ROOT,0,169.0009703818548
41,50,97.678184,REGISTERED,4,171.10009767818352
41,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
41,63,209.863086,REGISTERED,4,92.60089195376412
41,10,325.681110,REGISTERED,1,100.55505618601981
41,54,199.586070,REGISTERED,4,92.60080328143235
41,42,115.354211,REGISTERED,3,107.00061922448386
41,60,105.864401,REGISTERED,4,112.00073443028337
41,53,188.766720,REGISTERED,4,176.29093261267033
41,13,231.364041,REGISTERED,3,169.00081739339367
41,44,187.854999,REGISTERED,4,182.595072256135
42,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
42,52,212.480517,REGISTERED,4,167.0015200030622
42,51,233.930364,REGISTERED,4,182.595183811228
42,53,188.766720,REGISTERED,4,176.29093261267033
42,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
42,44,187.854999,REGISTERED,4,182.595072256135
42,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
42,11,239.284456,CLUSTER_HEAD,1,176.2909791291345
42,1,316.323661,ROOT,0,169.0009703818548
42,13,231.364041,REGISTERED,3,169.00081739339367
42,33,93.556128,,1,180.0000935561281
42,62,98.053163,,1,180.00009805316313
42,61,108.751454,,1,180.00010875145355
42,45,198.746447,REGISTERED,5,182.5951250792488
42,31,226.685159,REGISTERED,2,182.59514836646275
43,1,316.323661,ROOT,0,169.0009703818548
43,53,188.766720,REGISTERED,4,176.29093261267033
43,52,212.480517,REGISTERED,4,167.0015200030622
43,44,187.854999,REGISTERED,4,182.595072256135
43,54,199.586070,REGISTERED,4,92.60080328143235
43,62,190.856849,REGISTERED,4,162.00075218258414
43,51,233.930364,REGISTERED,4,182.595183811228
43,63,209.863086,REGISTERED,4,92.60089195376412
43,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
43,11,239.284456,CLUSTER_HEAD,1,176.2909791291345
43,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
43,20,237.881438,CLUSTER_HEAD,2,100.55493925978722
43,15,236.846232,REGISTERED,3,99.1008982850133
43,10,325.681110,REGISTERED,1,100.55505618601981
43,60,169.748391,,1,120.0001697483907
43,61,230.552769,REGISTERED,4,162.0007744032494
43,13,231.364041,REGISTERED,3,169.00081739339367
43,45,198.746447,REGISTERED,5,182.5951250792488
44,14,228.014423,CLUSTER_HEAD,2,187.0009522765832
44,27,239.536642,REGISTERED,4,87.00093677154777
44,54,199.586070,REGISTERED,4,92.60080328143235
44,63,209.863086,REGISTERED,4,92.60089195376412
44,31,226.685159,REGISTERED,2,182.59514836646275
44,10,379.885073,REGISTERED,1,91.10041559949047
44,1,373.309420,ROOT,0,91.10049057791096
44,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
44,17,237.849543,,1,120.00023784954254
44,53,188.766720,REGISTERED,4,176.29093261267033
44,62,190.856849,REGISTERED,4,162.00075218258414
44,52,212.480517,REGISTERED,4,167.0015200030622
44,61,230.552769,REGISTERED,4,162.0007744032494
44,16,228.792435,,1,140.0002287924353
44,13,231.364041,REGISTERED,3,169.00081739339367
44,51,233.930364,REGISTERED,4,182.595183811228
44,45,198.746447,REGISTERED,5,182.5951250792488
45,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
45,1,399.483225,ROOT,0,80.0004575499368
45,32,233.896583,CLUSTER_HEAD,2,91.10035104652063
45,53,188.766720,REGISTERED,4,176.29093261267033
45,14,228.014423,CLUSTER_HEAD,2,187.0009522765832
45,54,199.586070,REGISTERED,4,92.60080328143235
45,63,209.863086,REGISTERED,4,92.60089195376412
45,22,226.112209,REGISTERED,2,94.18363602862468
45,17,209.864353,,1,120.00020986435342
45,62,190.856849,REGISTERED,4,162.00075218258414
45,16,209.063220,,1,140.00020906321961
45,52,212.480517,REGISTERED,4,167.0015200030622
46,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
46,45,198.746447,REGISTERED,5,182.5951250792488
46,47,83.832091,,1,40.000083832091
46,44,187.854999,REGISTERED,4,182.595072256135
46,35,119.982748,REGISTERED,4,160.00011998274837
46,1,432.491789,ROOT,0,66.29060942059259
46,14,228.014423,CLUSTER_HEAD,2,187.0009522765832
46,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
46,27,239.536642,REGISTERED,4,87.00093677154777
46,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
46,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
46,63,217.433720,REGISTERED,4,90.02781891469425
46,15,236.846232,REGISTERED,3,99.1008982850133
46,54,199.586070,REGISTERED,4,92.60080328143235
46,36,116.547408,REGISTERED,4,101.10062390718946
46,25,140.901959,,1,120.00014090195874
46,17,189.082772,,1,120.0001890827719
46,18,233.542569,,1,120.00023354256925
46,53,188.766720,REGISTERED,4,176.29093261267033
46,33,175.101889,,1,140.0001751018892
46,16,196.092736,,1,140.00019609273593
46,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
46,34,195.073032,CLUSTER_HEAD,4,187.000968534194
47,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
47,27,239.536642,REGISTERED,4,87.00093677154777
47,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
47,15,238.078823,REGISTERED,3,95.83167411966153
47,36,116.547408,REGISTERED,4,101.10062390718946
47,17,185.991168,,1,120.00018599116767
47,25,197.018769,,1,120.00019701876917
47,18,199.488159,,1,120.00019948815873
47,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
47,16,209.275630,,1,140.00020927562974
47,44,187.854999,REGISTERED,4,182.595072256135
47,45,198.746447,REGISTERED,5,182.5951250792488
48,2,472.099763,CLUSTER_HEAD,1,37.16233613736449
48,38,34.183598,,1,40.000034183597705
48,47,42.480262,,1,40.000042480261655
48,58,74.167733,,1,40.000074167733075
48,39,81.106803,,1,40.00008110680346
48,49,87.006181,,1,40.00008700618071
48,59,107.979193,,1,40.0001079791929
48,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
48,27,239.536642,REGISTERED,4,87.00093677154777
48,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
48,36,142.708590,,1,120.0001427085898
48,18,175.506638,,1,120.00017550663829
48,17,179.457819,,1,120.00017945781869
48,16,209.452571,,1,140.00020945257123
48,8,238.138490,REGISTERED,5,151.10074894618342
48,45,198.746447,REGISTERED,5,182.5951250792488
49,27,190.560872,,1,100.00019056087213
49,18,197.709628,,1,120.00019770962838
49,17,233.288069,,1,120.00023328806893
50,51,233.930364,REGISTERED,4,182.595183811228
50,61,115.597368,,1,180.0001155973681
50,52,124.661512,,1,180.00012466151227
50,62,176.217628,,1,180.00017621762848
50,1,294.623563,,1,180.00029462356304
51,63,135.622008,,1,100.00013562200756
51,54,176.833748,,1,100.00017683374841
51,11,239.284456,CLUSTER_HEAD,1,176.2909791291345
51,10,325.681110,REGISTERED,1,100.55505618601981
51,1,316.323661,ROOT,0,169.0009703818548
51,60,105.864401,REGISTERED,4,112.00073443028337
51,62,190.856849,REGISTERED,4,162.00075218258414
51,61,230.552769,REGISTERED,4,162.0007744032494
51,52,212.480517,REGISTERED,4,167.0015200030622
51,53,188.766720,REGISTERED,4,176.29093261267033
52,63,209.863086,REGISTERED,4,92.60089195376412
52,54,199.586070,REGISTERED,4,92.60080328143235
52,20,237.881438,CLUSTER_HEAD,2,100.55493925978722
52,10,325.681110,REGISTERED,1,100.55505618601981
52,1,322.358252,ROOT,0,167.44425487569444
52,60,105.864401,REGISTERED,4,112.00073443028337
52,62,190.856849,REGISTERED,4,162.00075218258414
52,61,230.552769,REGISTERED,4,162.0007744032494
52,53,188.766720,REGISTERED,4,167.00148442016024
52,33,141.786088,,1,140.0001417860876
53,63,209.863086,REGISTERED,4,92.60089195376412
53,54,199.586070,REGISTERED,4,92.60080328143235
53,14,229.618843,CLUSTER_HEAD,2,171.14270296802857
53,15,236.846232,REGISTERED,3,99.1008982850133
53,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
53,10,325.681110,REGISTERED,1,100.55505618601981
53,12,226.426737,CLUSTER_HEAD,2,157.0008087349636
53,60,184.932147,,1,120.000184932147
53,40,199.256661,,1,120.00019925666145
53,33,117.235519,REGISTERED,3,122.59490450853946
53,62,190.856849,REGISTERED,4,162.00075218258414
53,61,230.552769,REGISTERED,4,162.0007744032494
53,21,232.901300,,1,140.00023290129982
53,30,231.436663,REGISTERED,3,160.00029199651564
54,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
54,62,92.099092,,1,180.00009209909152
54,33,134.441618,,1,180.00013444161755
54,61,164.481234,,1,180.00016448123444
54,31,226.685159,REGISTERED,2,182.59514836646275
55,2,391.685364,CLUSTER_HEAD,1,66.290590235416
55,45,198.746447,REGISTERED,5,182.5951250792488
55,44,187.854999,REGISTERED,4,182.595072256135
55,64,68.420982,,1,40.000068420981556
55,66,90.497803,,1,40.00009049780343
55,53,188.766720,REGISTERED,4,176.29093261267033
55,1,432.491789,ROOT,0,66.29060942059259
55,32,236.349404,CLUSTER_HEAD,2,80.00042016935566
55,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
55,27,239.536642,REGISTERED,4,87.00093677154777
55,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
55,54,199.586070,REGISTERED,4,92.60080328143235
55,63,209.863086,REGISTERED,4,92.60089195376412
55,15,239.649356,REGISTERED,3,94.18367598176414
55,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
55,36,134.379684,,1,120.00013437968373
55,42,184.216664,,1,120.00018421666437
55,25,184.371285,,1,120.00018437128487
55,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
55,62,190.856849,REGISTERED,4,162.00075218258414
55,33,159.001743,,1,140.00015900174344
55,52,212.480517,REGISTERED,4,167.0015200030622
55,61,230.552769,REGISTERED,4,162.0007744032494
55,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
55,51,233.930364,REGISTERED,4,182.595183811228
55,34,195.073032,CLUSTER_HEAD,4,187.000968534194
56,1,477.117514,ROOT,0,47.594869402209184
56,57,56.994648,,1,20.000056994648325
56,66,64.168076,,1,20.00006416807594
56,46,68.259514,,1,20.00006825951385
56,65,78.016089,,1,20.0000780160892
56,67,80.063801,,1,20.00008006380122
56,55,84.292888,,1,20.000084292888012
56,47,85.161994,,1,20.000085161993855
56,45,198.746447,REGISTERED,5,182.5951250792488
56,76,96.622555,,1,20.00009662255497
56,2,444.289039,CLUSTER_HEAD,1,47.59480730739981
56,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
56,27,239.536642,REGISTERED,4,87.00093677154777
56,43,226.542050,CLUSTER_HEAD,3,87.00131012089787
56,63,217.433720,REGISTERED,4,90.02781891469425
56,54,199.586070,REGISTERED,4,92.60080328143235
56,36,133.447895,,1,120.00013344789545
56,25,208.762719,,1,120.00020876271935
56,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
56,53,188.766720,REGISTERED,4,176.29093261267033
56,44,187.854999,REGISTERED,4,182.595072256135
56,34,195.073032,CLUSTER_HEAD,4,187.000968534194
57,2,472.099763,CLUSTER_HEAD,1,37.16233613736449
57,47,40.343834,,1,40.000040343834065
57,58,74.722182,,1,40.000074722181544
57,67,88.138152,,1,40.00008813815213
57,68,101.481028,,1,40.00010148102829
57,38,104.146289,,1,40.00010414628927
57,66,110.041782,,1,40.00011004178229
57,59,117.809775,,1,40.00011780977473
57,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
57,27,239.536642,REGISTERED,4,87.00093677154777
57,54,199.586070,REGISTERED,4,92.60080328143235
57,36,139.141899,,1,120.0001391418991
57,17,224.660936,,1,120.00022466093604
57,18,239.651874,,1,120.0002396518744
57,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
57,44,187.854999,REGISTERED,4,182.595072256135
57,45,198.746447,REGISTERED,5,182.5951250792488
58,27,239.536642,REGISTERED,4,87.00093677154777
58,69,70.935396,,1,100.00007093539567
58,68,78.919164,,1,100.00007891916424
58,49,83.058840,,1,100.00008305884022
58,45,198.746447,REGISTERED,5,182.5951250792488
59,27,239.536642,REGISTERED,4,87.00093677154777
59,69,49.859881,,1,100.0000498598809
59,49,75.321935,,1,100.00007532193548
59,68,88.294437,,1,100.00008829443733
60,61,51.345861,,1,180.000051345861
60,62,123.494040,,1,180.00012349404034
60,31,226.685159,REGISTERED,2,182.59514836646275
61,63,209.863086,REGISTERED,4,92.60089195376412
61,22,238.101623,REGISTERED,2,91.1002842400269
61,10,325.681110,REGISTERED,1,100.55505618601981
61,1,373.309420,ROOT,0,91.10049057791096
61,62,190.856849,REGISTERED,4,162.00075218258414
61,33,197.631483,,1,140.00019763148308
62,30,231.436663,REGISTERED,3,160.00029199651564
62,63,209.863086,REGISTERED,4,92.60089195376412
62,22,226.112209,REGISTERED,2,94.18363602862468
62,10,379.885073,REGISTERED,1,91.10041559949047
62,1,373.309420,ROOT,0,91.10049057791096
62,33,160.679066,,1,140.00016067906637
62,34,193.343056,,1,180.00019334305622
63,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
63,33,178.858266,,1,180.00017885826554
63,31,226.685159,REGISTERED,2,182.59514836646275
64,1,432.491789,ROOT,0,66.29060942059259
64,73,86.524850,,1,80.0000865248501
64,75,90.620272,,1,80.00009062027195
64,66,101.956725,,1,80.00010195672513
64,53,188.766720,REGISTERED,4,176.29093261267033
64,62,190.856849,REGISTERED,4,162.00075218258414
64,44,187.854999,REGISTERED,4,182.595072256135
64,84,116.062552,,1,80.00011606255157
64,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
64,54,199.586070,REGISTERED,4,92.60080328143235
64,63,209.863086,REGISTERED,4,92.60089195376412
64,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
64,42,178.531877,,1,120.00017853187663
64,60,232.405675,,1,120.00023240567488
64,52,212.480517,REGISTERED,4,167.0015200030622
64,61,230.552769,REGISTERED,4,162.0007744032494
64,33,188.669560,,1,140.00018866956043
64,51,233.930364,REGISTERED,4,182.595183811228
64,34,195.073032,CLUSTER_HEAD,4,187.000968534194
64,45,198.746447,REGISTERED,5,182.5951250792488
65,2,472.099763,CLUSTER_HEAD,1,37.16233613736449
65,66,29.851192,,1,40.000029851192366
65,75,60.023826,,1,40.000060023825846
65,76,71.976358,,1,40.00007197635762
65,64,72.127278,,1,40.000072127278315
65,67,95.062720,,1,40.000095062720234
65,86,116.569201,,1,40.000116569200706
65,45,198.746447,REGISTERED,5,182.5951250792488
65,1,477.117514,ROOT,0,47.594869402209184
65,43,213.134409,CLUSTER_HEAD,3,92.60088892231495
65,54,199.586070,REGISTERED,4,92.60080328143235
65,63,209.863086,REGISTERED,4,92.60089195376412
65,36,188.862319,,1,120.00018886231868
65,53,188.766720,REGISTERED,4,176.29093261267033
65,62,190.856849,REGISTERED,4,162.00075218258414
65,44,187.854999,REGISTERED,4,182.595072256135
66,43,226.542050,CLUSTER_HEAD,3,87.00131012089787
66,63,209.863086,REGISTERED,4,92.60089195376412
66,54,199.586070,REGISTERED,4,92.60080328143235
66,77,112.286953,,1,100.00011228695254
66,36,190.052780,,1,120.00019005278004
66,53,188.766720,REGISTERED,4,176.29093261267033
66,44,187.854999,REGISTERED,4,182.595072256135
66,45,198.746447,REGISTERED,5,182.5951250792488
67,54,199.586070,REGISTERED,4,92.60080328143235
67,77,60.425347,,1,100.00006042534685
67,68,60.685791,,1,100.00006068579125
67,78,85.553927,,1,100.00008555392714
67,69,115.712959,,1,100.0001157129592
67,45,198.746447,REGISTERED,5,182.5951250792488
68,69,55.736736,,1,100.00005573673636
68,77,59.779057,,1,100.00005977905687
68,78,61.655316,,1,100.00006165531575
68,79,96.940850,,1,100.00009694085036
68,88,114.985523,,1,100.0001149855231
69,79,81.824555,,1,60.0000818245546
69,78,92.534206,,1,60.000092534206075
69,77,105.730513,,1,60.000105730512594
70,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
70,81,98.632823,,1,100.00009863282258
70,63,166.822413,,1,100.00016682241309
70,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
70,60,105.864401,REGISTERED,4,112.00073443028337
70,40,161.416628,,1,120.00016141662842
70,42,187.195359,,1,120.0001871953594
70,61,230.552769,REGISTERED,4,162.0007744032494
70,52,212.480517,REGISTERED,4,167.0015200030622
70,62,190.856849,REGISTERED,4,162.00075218258414
70,51,233.930364,REGISTERED,4,182.595183811228
70,30,231.436663,REGISTERED,3,160.00029199651564
71,30,231.436663,REGISTERED,3,160.00029199651564
71,43,191.197857,CLUSTER_HEAD,3,99.10084211871454
71,63,209.863086,REGISTERED,4,92.60089195376412
71,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
71,31,226.685159,REGISTERED,2,182.59514836646275
71,10,379.885073,REGISTERED,1,91.10041559949047
71,54,199.586070,REGISTERED,4,92.60080328143235
71,81,70.638960,,1,100.00007063896011
71,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
71,60,105.864401,REGISTERED,4,112.00073443028337
71,42,165.761186,,1,120.00016576118605
71,40,174.964725,,1,120.00017496472502
71,62,190.856849,REGISTERED,4,162.00075218258414
71,61,230.552769,REGISTERED,4,162.0007744032494
71,52,212.480517,REGISTERED,4,167.0015200030622
71,53,188.766720,REGISTERED,4,176.29093261267033
71,51,233.930364,REGISTERED,4,182.595183811228
72,2,472.099763,CLUSTER_HEAD,1,37.16233613736449
72,82,47.851293,,1,40.00004785129304
72,73,50.848070,,1,40.00005084806959
72,83,84.628330,,1,40.00008462833015
72,81,86.453160,,1,40.0000864531605
72,62,190.856849,REGISTERED,4,162.00075218258414
72,92,89.477460,,1,40.00008947746034
72,71,91.836169,,1,40.00009183616905
72,61,230.552769,REGISTERED,4,162.0007744032494
72,91,113.625240,,1,40.00011362523983
72,1,477.117514,ROOT,0,47.594869402209184
72,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
72,63,209.863086,REGISTERED,4,92.60089195376412
72,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
72,54,199.586070,REGISTERED,4,92.60080328143235
72,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
72,60,155.204068,,1,120.00015520406775
72,42,183.581851,,1,120.00018358185062
72,52,212.480517,REGISTERED,4,167.0015200030622
72,53,188.766720,REGISTERED,4,176.29093261267033
72,51,233.930364,REGISTERED,4,182.595183811228
73,63,209.863086,REGISTERED,4,92.60089195376412
73,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
73,54,199.586070,REGISTERED,4,92.60080328143235
73,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
73,42,197.923988,,1,120.00019792398841
73,60,197.991952,,1,120.00019799195205
73,62,190.856849,REGISTERED,4,162.00075218258414
73,61,230.552769,REGISTERED,4,162.0007744032494
73,53,188.766720,REGISTERED,4,176.29093261267033
73,52,212.480517,REGISTERED,4,167.0015200030622
73,51,233.930364,REGISTERED,4,182.595183811228
73,44,187.854999,REGISTERED,4,182.595072256135
74,2,472.099763,CLUSTER_HEAD,1,37.16233613736449
74,73,48.282535,,1,40.00004828253527
74,84,49.284030,,1,40.00004928403039
74,83,64.853878,,1,40.000064853878214
74,75,70.863549,,1,40.00007086354858
74,64,72.249759,,1,40.000072249758944
74,94,95.631922,,1,40.0000956319222
74,85,100.921125,,1,40.000100921125004
74,93,102.885575,,1,40.00010288557459
74,82,109.929743,,1,40.000109929743104
74,43,213.134409,CLUSTER_HEAD,3,92.60088892231495
74,63,209.863086,REGISTERED,4,92.60089195376412
74,54,199.586070,REGISTERED,4,92.60080328143235
74,62,190.856849,REGISTERED,4,162.00075218258414
74,53,188.766720,REGISTERED,4,176.29093261267033
74,52,212.480517,REGISTERED,4,167.0015200030622
74,61,230.552769,REGISTERED,4,162.0007744032494
74,44,187.854999,REGISTERED,4,182.595072256135
74,45,198.746447,REGISTERED,5,182.5951250792488
75,63,209.863086,REGISTERED,4,92.60089195376412
75,54,199.586070,REGISTERED,4,92.60080328143235
75,62,190.856849,REGISTERED,4,162.00075218258414
75,44,187.854999,REGISTERED,4,182.595072256135
75,45,198.746447,REGISTERED,5,182.5951250792488
76,54,199.586070,REGISTERED,4,92.60080328143235
76,77,67.970791,,1,100.00006797079055
76,78,97.949338,,1,100.00009794933766
76,68,98.046799,,1,100.00009804679883
76,87,102.164552,,1,100.00010216455192
76,45,198.746447,REGISTERED,5,182.5951250792488
77,78,29.980228,,1,100.00002998022835
77,87,81.767435,,1,100.00008176743518
77,88,82.106638,,1,100.00008210663756
77,79,99.836593,,1,100.00009983659258
78,88,57.392741,,1,40.000057392740665
78,79,70.444276,,1,40.000070444276446
78,87,89.609381,,1,40.00008960938118
78,89,106.069973,,1,40.00010606997258
78,86,108.765570,,1,40.00010876557014
79,89,48.508820,,1,80.00004850881959
79,88,60.895566,,1,80.00006089556551
79,99,94.510896,,1,80.0000945108959
79,98,119.200976,,1,80.00011920097639
80,63,209.863086,REGISTERED,4,92.60089195376412
80,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
80,81,55.859005,,1,100.0000558590054
80,90,63.173003,,1,100.00006317300316
80,60,145.271542,,1,120.00014527154245
80,61,230.552769,REGISTERED,4,162.0007744032494
80,62,190.856849,REGISTERED,4,162.00075218258414
80,52,212.480517,REGISTERED,4,167.0015200030622
80,51,233.930364,REGISTERED,4,182.595183811228
81,51,233.930364,REGISTERED,4,182.595183811228
81,61,230.552769,REGISTERED,4,162.0007744032494
81,52,212.480517,REGISTERED,4,167.0015200030622
81,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
81,62,190.856849,REGISTERED,4,162.00075218258414
82,63,209.863086,REGISTERED,4,92.60089195376412
82,54,199.586070,REGISTERED,4,92.60080328143235
82,81,72.205690,,1,100.00007220569029
82,60,186.115261,,1,120.00018611526089
82,62,190.856849,REGISTERED,4,162.00075218258414
82,61,230.552769,REGISTERED,4,162.0007744032494
82,52,212.480517,REGISTERED,4,167.0015200030622
82,51,233.930364,REGISTERED,4,182.595183811228
83,63,209.863086,REGISTERED,4,92.60089195376412
83,54,199.586070,REGISTERED,4,92.60080328143235
83,60,239.469006,,1,120.00023946900586
83,62,190.856849,REGISTERED,4,162.00075218258414
83,61,230.552769,REGISTERED,4,162.0007744032494
83,52,212.480517,REGISTERED,4,167.0015200030622
84,63,209.863086,REGISTERED,4,92.60089195376412
84,54,199.586070,REGISTERED,4,92.60080328143235
84,95,85.621529,,1,100.00008562152911
84,62,190.856849,REGISTERED,4,162.00075218258414
85,63,209.863086,REGISTERED,4,92.60089195376412
85,95,59.945887,,1,100.00005994588733
85,96,84.749690,,1,100.00008474968978
85,87,91.120445,,1,100.00009112044549
86,63,235.039496,REGISTERED,4,87.0016686380497
86,87,50.736880,,1,100.00005073688006
86,96,73.873252,,1,100.00007387325206
86,77,87.037658,,1,100.00008703765816
86,95,99.555400,,1,100.00009955539996
86,97,107.538017,,1,100.0001075380172
87,96,49.102462,,1,60.00004910246223
87,97,62.241935,,1,60.00006224193495
87,88,90.682893,,1,60.000090682892704
87,98,108.950609,,1,60.00010895060907
87,95,114.777217,,1,60.00011477721668
88,89,66.553282,,1,100.0000665532823
88,98,69.550757,,1,100.00006955075746
88,99,70.468113,,1,100.00007046811281
88,97,101.677008,,1,100.00010167700829
89,99,55.035445,,1,20.000055035445374
89,98,94.133579,,1,20.00009413357899
90,61,230.552769,REGISTERED,4,162.0007744032494
91,63,209.863086,REGISTERED,4,92.60089195376412
91,81,56.211979,,1,100.00005621197869
91,90,79.592796,,1,100.0000795927956
91,60,201.558220,,1,120.00020155821997
91,61,230.552769,REGISTERED,4,162.0007744032494
92,63,209.863086,REGISTERED,4,92.60089195376412
92,81,93.845283,,1,100.00009384528298
92,60,224.800682,,1,120.0002248006819
92,62,190.856849,REGISTERED,4,162.00075218258414
92,61,230.552769,REGISTERED,4,162.0007744032494
93,63,209.863086,REGISTERED,4,92.60089195376412
93,95,104.785548,,1,100.00010478554763
93,61,230.552769,REGISTERED,4,162.0007744032494
94,63,209.863086,REGISTERED,4,92.60089195376412
94,95,78.794080,,1,100.00007879408048
95,96,80.060490,,1,80.00008006048958
96,97,47.413096,,1,60.000047413095594
96,98,119.691656,,1,60.00011969165566
97,98,74.822497,,1,100.00007482249727
98,99,48.164178,,1,80.00004816417841
