node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
10,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
10,21,93.448528,,1,180.0000934485278
10,23,214.646627,,1,180.0002146466272
10,31,226.685159,REGISTERED,2,182.59514836646275
10,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
11,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
11,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
11,21,113.811573,REGISTERED,1,120.55497849110243
11,14,228.014423,CLUSTER_HEAD,2,187.0009522765832
11,30,231.436663,REGISTERED,3,160.00029199651564
11,20,117.407454,REGISTERED,2,160.0001174074543
11,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
11,22,205.632083,REGISTERED,2,100.554928332653
11,31,226.685159,REGISTERED,2,182.59514836646275
11,15,239.649356,REGISTERED,3,94.18367598176414
11,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
11,40,195.255390,,1,120.0001952553895
11,13,231.364041,REGISTERED,3,169.00081739339367
11,23,200.770273,REGISTERED,3,162.59479175425346
12,22,46.138404,,1,160.00004613840358
12,13,231.364041,REGISTERED,3,169.00081739339367
12,23,200.770273,REGISTERED,3,162.59479175425346
12,21,83.007862,,1,160.0000830078622
12,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
12,14,228.014423,CLUSTER_HEAD,2,187.0009522765832
12,31,226.685159,REGISTERED,2,182.59514836646275
12,33,132.372936,,1,160.0001323729362
12,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
12,15,159.444012,,1,160.00015944401213
12,25,169.900679,,1,160.0001699006788
12,42,177.728274,,1,160.00017772827385
12,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
12,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
12,40,206.502999,,1,160.00020650299854
12,51,233.930364,REGISTERED,4,182.595183811228
12,30,231.436663,REGISTERED,3,160.00029199651564
12,34,195.073032,CLUSTER_HEAD,4,187.000968534194
13,14,229.618843,CLUSTER_HEAD,2,169.00085306922873
13,22,205.632083,REGISTERED,2,100.554928332653
13,15,236.846232,REGISTERED,3,99.1008982850133
13,26,207.848530,CLUSTER_HEAD,3,169.0009105703385
13,32,196.596751,CLUSTER_HEAD,2,169.0007397566604
13,20,237.881438,CLUSTER_HEAD,2,100.55493925978722
13,31,226.685159,REGISTERED,3,100.55494140836106
13,25,141.914621,,1,120.0001419146206
13,17,237.947482,,1,120.00023794748179
13,23,200.770273,REGISTERED,3,162.59479175425346
13,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
13,21,139.952863,,1,140.00013995286258
13,33,149.631969,,1,140.00014963196878
13,16,198.484679,,1,140.00019848467892
13,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
13,30,231.436663,REGISTERED,3,160.00029199651564
13,34,153.294277,,1,180.00015329427654
14,23,200.770273,REGISTERED,3,162.59479175425346
14,24,114.271731,REGISTERED,3,171.1001142717307
14,25,117.235519,REGISTERED,3,111.14250322013439
14,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
14,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
14,15,236.846232,REGISTERED,3,99.1008982850133
14,27,239.536642,REGISTERED,4,87.00093677154777
14,43,213.134409,CLUSTER_HEAD,3,92.60088892231495
14,22,205.632083,REGISTERED,2,100.554928332653
14,31,226.685159,REGISTERED,2,182.59514836646275
14,10,325.681110,REGISTERED,1,100.55505618601981
14,36,168.138602,,1,120.00016813860248
14,17,171.503605,,1,120.00017150360523
14,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
14,16,132.484663,,1,140.00013248466334
14,33,145.667935,,1,140.00014566793516
14,21,197.611847,,1,140.00019761184748
14,34,195.073032,CLUSTER_HEAD,4,187.000968534194
15,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
15,24,114.271731,REGISTERED,3,171.1001142717307
15,23,200.770273,REGISTERED,3,162.59479175425346
15,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
15,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
15,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
15,44,187.854999,REGISTERED,4,182.595072256135
15,1,316.323661,ROOT,0,169.0009703818548
15,34,195.073032,CLUSTER_HEAD,4,187.000968534194
15,16,87.889995,,1,180.00008788999466
15,17,124.711729,,1,180.00012471172943
15,33,153.042531,,1,180.00015304253137
15,45,198.746447,REGISTERED,5,182.5951250792488
15,21,239.459774,,1,180.00023945977424
16,1,373.309420,ROOT,0,91.10049057791096
16,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
16,25,117.235519,REGISTERED,3,111.14250322013439
16,26,205.578371,CLUSTER_HEAD,3,99.10086745916985
16,7,230.778264,CLUSTER_HEAD,4,91.10031659422413
16,27,239.536642,REGISTERED,4,87.00093677154777
16,18,119.838553,REGISTERED,5,107.16238992027947
16,17,115.766834,REGISTERED,4,112.5947865077723
16,36,133.408009,,1,120.00013340800936
16,35,195.433518,CLUSTER_HEAD,4,136.00049355639396
16,23,193.598321,,1,140.000193598321
16,24,148.832702,,1,160.0001488327019
16,34,176.990506,,1,180.00017699050622
17,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
17,1,399.483225,ROOT,0,80.0004575499368
17,19,115.766834,,1,60.00011576683356
17,26,205.578371,CLUSTER_HEAD,3,99.10086745916985
17,7,230.778264,CLUSTER_HEAD,4,91.10031659422413
17,27,239.536642,REGISTERED,4,87.00093677154777
17,18,119.838553,REGISTERED,5,107.16238992027947
17,36,133.506174,,1,120.00013350617428
17,25,134.661716,,1,120.00013466171578
17,35,195.433518,CLUSTER_HEAD,4,136.00049355639396
17,24,176.605282,,1,160.00017660528226
18,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
18,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
19,6,234.264854,CLUSTER_HEAD,3,83.10052658465196
19,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
19,27,239.536642,REGISTERED,4,87.00093677154777
19,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
19,15,239.863738,REGISTERED,3,91.10033220398945
19,9,228.411753,REGISTERED,5,187.00088903854424
19,18,119.838553,REGISTERED,5,107.16238992027947
19,8,238.138490,REGISTERED,5,151.10074894618342
19,16,155.916487,,1,140.0001559164866
20,21,64.321967,,1,160.00006432196685
20,10,83.818789,,1,160.00008381878948
20,31,226.685159,REGISTERED,2,182.59514836646275
20,40,117.738220,,1,160.00011773822044
20,30,231.436663,REGISTERED,3,160.00029199651564
20,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
20,22,144.556699,,1,160.00014455669904
20,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
20,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
20,51,233.930364,REGISTERED,4,182.595183811228
20,42,183.117112,,1,160.00018311711221
20,23,200.770273,REGISTERED,3,162.59479175425346
20,60,217.886686,,1,160.00021788668644
20,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
20,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
21,31,226.685159,REGISTERED,3,100.55494140836106
21,32,196.596751,CLUSTER_HEAD,2,100.55491906789322
21,22,205.632083,REGISTERED,2,100.554928332653
21,41,224.046250,CLUSTER_HEAD,3,107.10048515192165
21,40,144.964192,,1,120.00014496419246
21,42,165.039882,,1,120.00016503988232
21,50,185.575367,,1,120.00018557536718
21,43,189.707262,,1,120.00018970726224
21,60,237.490281,,1,120.00023749028148
21,30,117.149937,REGISTERED,3,126.1002382696421
21,23,135.790793,,1,140.00013579079348
21,33,166.373102,,1,140.00016637310205
21,52,211.018709,,1,140.00021101870888
21,51,187.082903,,1,160.00018708290256
21,24,199.757717,,1,160.0001997577171
22,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
22,24,114.271731,REGISTERED,3,171.1001142717307
22,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
22,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
22,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
22,53,188.766720,REGISTERED,4,176.29093261267033
22,51,233.930364,REGISTERED,4,182.595183811228
22,44,187.854999,REGISTERED,4,182.595072256135
22,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
22,34,195.073032,CLUSTER_HEAD,4,187.000968534194
22,23,55.093730,,1,180.00005509372983
22,33,90.923019,,1,180.000090923019
22,52,187.209669,,1,180.00018720966852
22,31,226.685159,REGISTERED,2,182.59514836646275
23,26,207.848530,CLUSTER_HEAD,3,162.59475822120464
23,32,196.596751,CLUSTER_HEAD,2,162.59487799124076
23,0,239.758926,CLUSTER_HEAD,2,151.1007585615197
23,31,226.685159,REGISTERED,3,100.55494140836106
23,43,186.070100,CLUSTER_HEAD,3,162.5948841812463
23,41,224.046250,CLUSTER_HEAD,3,162.00066761535624
23,25,117.235519,REGISTERED,3,111.14250322013439
23,42,163.766896,,1,120.00016376689621
23,36,180.347631,,1,120.00018034763141
23,40,227.494500,,1,120.00022749449991
23,17,228.425159,,1,120.00022842515872
23,33,117.235519,REGISTERED,3,122.59490450853946
23,35,119.982748,REGISTERED,4,160.00011998274837
23,53,188.766720,REGISTERED,4,162.59489927051405
23,24,200.992380,CLUSTER_HEAD,3,165.21120453300958
23,51,233.930364,REGISTERED,4,162.0007152831411
23,30,231.436663,REGISTERED,3,160.00029199651564
23,34,97.278265,,1,180.00009727826532
23,44,172.676477,,1,180.00017267647652
23,45,200.770273,,1,180.00020077027293
24,34,195.073032,CLUSTER_HEAD,4,187.000968534194
24,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
24,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
24,44,187.854999,REGISTERED,4,182.595072256135
24,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
24,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
24,53,188.766720,REGISTERED,4,176.29093261267033
24,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
24,11,239.284456,CLUSTER_HEAD,1,176.2909791291345
24,33,79.469246,,1,180.0000794692465
24,45,198.746447,REGISTERED,5,182.5951250792488
24,1,246.896216,,1,180.00024689621625
24,31,226.685159,REGISTERED,2,182.59514836646275
25,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
25,34,195.073032,CLUSTER_HEAD,4,187.000968534194
25,44,187.854999,REGISTERED,4,182.595072256135
25,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
25,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
25,53,188.766720,REGISTERED,4,176.29093261267033
25,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
25,33,117.235519,,1,180.00011723551896
25,45,198.746447,REGISTERED,5,182.5951250792488
25,1,278.481966,,1,180.0002784819658
26,2,362.091651,CLUSTER_HEAD,1,67.44412962073899
26,35,119.982748,REGISTERED,4,160.00011998274837
26,34,195.073032,CLUSTER_HEAD,4,187.000968534194
26,1,316.323661,ROOT,0,169.0009703818548
26,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
26,32,233.896583,CLUSTER_HEAD,2,91.10035104652063
26,27,239.536642,REGISTERED,4,87.00093677154777
26,43,226.542050,CLUSTER_HEAD,3,87.00131012089787
26,10,379.885073,REGISTERED,1,91.10041559949047
26,9,228.411753,REGISTERED,5,187.00088903854424
26,36,116.547408,REGISTERED,4,101.10062390718946
26,33,167.925829,,1,140.00016792582858
26,44,187.854999,REGISTERED,4,182.595072256135
26,45,198.746447,REGISTERED,5,182.5951250792488
27,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
27,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
27,34,195.073032,CLUSTER_HEAD,4,187.000968534194
27,45,198.746447,REGISTERED,5,182.5951250792488
28,2,444.289039,CLUSTER_HEAD,1,47.59480730739981
28,38,61.662904,,1,40.00006166290432
28,19,63.895239,,1,40.00006389523887
28,39,65.192003,,1,40.00006519200289
28,17,115.766834,REGISTERED,4,112.5947865077723
28,1,477.117514,ROOT,0,47.594869402209184
28,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
28,6,234.264854,CLUSTER_HEAD,3,83.10052658465196
28,27,239.536642,REGISTERED,4,87.00093677154777
28,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
28,15,236.846232,REGISTERED,3,99.1008982850133
28,9,228.411753,REGISTERED,5,187.00088903854424
28,18,119.838553,REGISTERED,5,107.16238992027947
28,36,159.376920,,1,120.00015937691956
28,8,238.138490,REGISTERED,5,151.10074894618342
28,16,152.814094,,1,140.00015281409364
29,2,444.289039,CLUSTER_HEAD,1,47.59480730739981
29,19,48.554019,,1,40.000048554018576
29,39,58.697747,,1,40.00005869774681
29,38,80.264918,,1,40.00008026491821
29,49,118.806527,,1,40.00011880652737
29,26,205.578371,CLUSTER_HEAD,3,99.10086745916985
29,6,234.264854,CLUSTER_HEAD,3,83.10052658465196
29,27,239.536642,REGISTERED,4,87.00093677154777
29,7,230.778264,CLUSTER_HEAD,4,91.10031659422413
29,9,132.373316,,1,100.00013237331642
29,18,119.838553,REGISTERED,5,107.16238992027947
29,17,130.198561,,1,120.00013019856097
29,36,187.282874,,1,120.00018728287372
30,31,226.685159,REGISTERED,3,100.55494140836106
30,10,325.681110,REGISTERED,1,100.55505618601981
30,50,236.420563,CLUSTER_HEAD,4,99.10064048176469
30,22,205.632083,REGISTERED,2,100.554928332653
30,32,196.596751,CLUSTER_HEAD,2,160.00028456137053
30,43,186.070100,CLUSTER_HEAD,3,161.1008793644196
30,41,224.046250,CLUSTER_HEAD,3,107.10048515192165
30,40,117.738220,REGISTERED,3,116.29066232750915
30,42,140.322184,,1,120.00014032218414
30,60,157.365729,,1,120.0001573657293
30,52,164.171057,,1,140.00016417105698
30,61,184.229017,,1,140.00018422901672
30,33,193.676177,,1,140.00019367617733
30,51,123.394726,,1,160.0001233947257
31,32,196.596751,CLUSTER_HEAD,2,182.59506802797495
31,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
31,51,233.930364,REGISTERED,4,182.595183811228
31,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
31,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
31,52,212.480517,REGISTERED,4,167.0015200030622
31,61,230.552769,REGISTERED,4,162.0007744032494
31,53,188.766720,REGISTERED,4,176.29093261267033
31,62,190.856849,REGISTERED,4,162.00075218258414
31,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
31,34,195.073032,CLUSTER_HEAD,4,187.000968534194
31,33,134.408283,,1,180.00013440828286
32,33,117.235519,REGISTERED,3,122.59490450853946
32,4,239.758926,REGISTERED,2,187.00097762382535
32,5,230.041687,REGISTERED,2,187.00092061401162
32,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
32,63,217.433720,REGISTERED,4,90.02781891469425
32,50,236.420563,CLUSTER_HEAD,4,167.44432000880403
32,54,199.586070,REGISTERED,4,92.60080328143235
32,42,115.354211,REGISTERED,3,107.00061922448386
32,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
32,40,133.307738,,1,120.00013330773835
32,60,198.012895,,1,120.00019801289507
32,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
32,52,212.480517,REGISTERED,4,167.0015200030622
32,53,188.766720,REGISTERED,4,176.29093261267033
32,62,190.856849,REGISTERED,4,162.00075218258414
32,61,230.552769,REGISTERED,4,162.0007744032494
32,51,233.930364,REGISTERED,4,182.595183811228
32,44,187.854999,REGISTERED,4,182.595072256135
32,34,195.073032,CLUSTER_HEAD,4,187.000968534194
33,34,195.073032,CLUSTER_HEAD,4,187.000968534194
33,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
33,44,187.854999,REGISTERED,4,182.595072256135
33,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
33,45,198.746447,REGISTERED,5,182.5951250792488
33,51,233.930364,REGISTERED,4,182.595183811228
33,5,230.041687,REGISTERED,2,187.00092061401162
33,4,239.758926,REGISTERED,2,187.00097762382535
34,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
34,54,139.196225,,1,100.00013919622539
34,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
34,11,239.284456,CLUSTER_HEAD,1,176.2909791291345
34,1,316.323661,ROOT,0,169.0009703818548
34,10,325.681110,REGISTERED,1,100.55505618601981
34,36,116.547408,REGISTERED,4,101.10062390718946
34,2,235.291302,CLUSTER_HEAD,2,157.00082599994371
34,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
34,42,145.312387,,1,120.00014531238745
34,17,197.911830,,1,120.00019791182953
34,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
34,35,119.982748,REGISTERED,4,160.00011998274837
34,53,188.766720,REGISTERED,4,176.29093261267033
34,52,212.480517,REGISTERED,4,167.0015200030622
34,21,209.875964,,1,140.00020987596437
34,51,233.930364,REGISTERED,4,182.595183811228
34,44,187.854999,REGISTERED,4,182.595072256135
34,45,198.746447,REGISTERED,5,182.5951250792488
35,25,44.390911,,1,160.00004439091074
35,24,114.271731,REGISTERED,3,171.1001142717307
35,36,63.113487,,1,160.00006311348685
35,33,94.687065,,1,160.0000946870649
35,15,99.318489,,1,160.00009931848885
35,53,188.766720,REGISTERED,4,176.29093261267033
35,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
35,54,153.706836,,1,160.00015370683633
35,27,156.860010,,1,160.00015686001015
35,22,158.332211,,1,160.00015833221113
35,42,182.305595,,1,160.000182305595
35,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
35,41,224.046250,CLUSTER_HEAD,3,182.5951364771429
35,18,235.822463,,1,160.00023582246254
35,8,238.138490,,1,160.0002381384902
35,3,237.881438,CLUSTER_HEAD,3,169.00087875533833
35,1,316.323661,ROOT,0,169.0009703818548
35,44,187.854999,REGISTERED,4,182.595072256135
35,45,198.746447,REGISTERED,5,182.5951250792488
35,12,226.426737,CLUSTER_HEAD,3,188.9272790924134
36,24,114.271731,REGISTERED,3,171.1001142717307
36,53,188.766720,REGISTERED,4,176.29093261267033
36,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
36,43,186.070100,CLUSTER_HEAD,3,182.59503592377862
36,13,231.364041,REGISTERED,3,169.00081739339367
36,44,187.854999,REGISTERED,4,182.595072256135
36,4,239.758926,REGISTERED,2,187.00097762382535
36,45,198.746447,REGISTERED,5,182.5951250792488
36,33,153.822504,,1,180.00015382250447
36,8,209.765592,,1,180.00020976559196
37,1,477.117514,ROOT,0,47.594869402209184
37,47,47.540442,,1,20.000047540441926
37,38,53.442437,,1,20.00005344243721
37,48,56.132935,,1,20.000056132934837
37,46,86.450802,,1,20.000086450802435
37,57,86.482939,,1,20.000086482938993
37,28,93.568793,,1,20.000093568793115
37,27,239.536642,REGISTERED,4,87.00093677154777
37,39,115.182746,,1,20.000115182746363
37,29,119.549286,,1,20.00011954928636
37,2,391.685364,CLUSTER_HEAD,1,66.290590235416
37,26,207.848530,CLUSTER_HEAD,3,187.00086730493368
37,6,234.264854,CLUSTER_HEAD,3,83.10052658465196
37,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
37,15,236.846232,REGISTERED,3,99.1008982850133
37,9,228.411753,REGISTERED,5,187.00088903854424
37,36,116.547408,REGISTERED,4,101.10062390718946
37,17,138.502581,,1,120.00013850258087
37,18,158.369027,,1,120.00015836902703
37,25,162.676507,,1,120.00016267650722
37,35,195.433518,CLUSTER_HEAD,4,157.00078002874764
37,16,162.259206,,1,140.00016225920632
37,8,238.138490,REGISTERED,5,151.10074894618342
37,24,200.992380,CLUSTER_HEAD,3,169.00081235383578
37,44,187.854999,REGISTERED,4,182.595072256135
37,34,195.073032,CLUSTER_HEAD,4,187.000968534194
37,45,198.746447,REGISTERED,5,182.5951250792488
38,26,205.578371,CLUSTER_HEAD,3,99.10086745916985
38,27,239.536642,REGISTERED,4,87.00093677154777
38,7,230.778264,CLUSTER_HEAD,4,91.10031659422413
38,15,236.846232,REGISTERED,3,99.1008982850133
38,49,91.797457,,1,100.00009179745743
38,9,206.428096,,1,100.00020642809636
38,36,139.819019,,1,120.0001398190188
38,18,141.445228,,1,120.00014144522825
38,17,151.177717,,1,120.00015117771683
39,26,219.897829,CLUSTER_HEAD,3,83.10053622149096
39,27,239.536642,REGISTERED,4,87.00093677154777
39,7,230.778264,CLUSTER_HEAD,4,171.14277851782128
39,49,60.111494,,1,100.00006011149442
39,9,228.411753,REGISTERED,5,187.00088903854424
39,18,137.621212,,1,120.00013762121186
39,17,178.515819,,1,120.00017851581943
39,8,238.138490,REGISTERED,5,151.10074894618342
39,36,199.335097,,1,140.0001993350971
