21,20,68.338949,direct,direct,21->20
20,21,68.338949,mesh,mesh,20->21
21,22,14.301713,direct,direct,21->22
20,21,68.338949,mesh,mesh,20->21
20,1,141.059965,mesh,mesh,20->1
23,14,67.175133,direct,direct,23->14
21,1,133.578113,mesh,mesh,21->1
21,11,21.984994,direct,direct,21->11
23,20,507.164889,mesh,mesh,23->1->20
21,1,133.578113,mesh,mesh,21->1
20,31,155.690959,mesh,mesh,20->31
40,41,17.391328,direct,direct,40->41
11,1,54.180409,direct,direct,11->1
23,1,366.104924,mesh,mesh,23->1
41,31,43.011880,mesh,mesh,41->31
41,14,415.502465,mesh,mesh,41->21->23->14
20,23,184.372812,mesh,mesh,20->21->23
4,1,380.829034,mesh,mesh,4->1
41,40,17.391328,direct,direct,41->40
23,1,366.104924,mesh,mesh,23->1
20,41,198.702839,mesh,mesh,20->31->41
21,4,336.252563,mesh,mesh,21->23->14->4
23,31,512.447960,mesh,mesh,23->20->31
60,31,315.556937,direct,direct,60->31
5,13,157.133613,mesh,direct,5->14->13
60,13,528.467648,mesh,mesh,60->40->21->13
60,11,444.410672,mesh,direct,60->40->11
0,16,673.987630,mesh,direct,0->21->14->16
21,22,14.301713,direct,direct,21->22
0,16,673.987630,mesh,direct,0->21->14->16
21,1,133.578113,mesh,mesh,21->1
21,40,216.546304,direct,direct,21->40
40,41,17.391328,direct,direct,40->41
60,40,155.234949,direct,direct,60->40
40,22,276.001092,direct,direct,40->22
64,16,601.465522,mesh,direct,64->44->14->16
41,60,129.768935,direct,direct,41->60
60,21,371.781254,mesh,direct,60->40->21
60,40,155.234949,direct,direct,60->40
41,11,339.095225,direct,direct,41->11
40,26,681.217553,mesh,direct,40->21->14->26
21,22,14.301713,direct,direct,21->22
60,21,371.781254,mesh,direct,60->40->21
11,41,339.095225,direct,direct,11->41
40,16,749.439788,mesh,direct,40->12->14->16
21,20,68.338949,direct,direct,21->20
21,36,660.101609,mesh,direct,21->14->36
22,1,181.023871,mesh,mesh,22->1
20,2,190.355334,mesh,mesh,20->1->2
21,50,252.364937,mesh,direct,21->30->50
60,14,793.655782,mesh,direct,60->30->12->14
20,16,1330.440349,mesh,direct,20->30->2->12->4->14->16
41,31,43.011880,direct,direct,41->31
5,40,1211.388574,mesh,direct,5->4->14->11->40
2,1,49.295368,mesh,mesh,2->1
60,31,315.556937,direct,direct,60->31
21,33,166.298202,mesh,mesh,21->33
20,32,601.860408,mesh,direct,20->30->2->12->32
22,2,89.368078,direct,direct,22->2
60,11,455.641680,mesh,direct,60->30->11
21,25,405.948237,mesh,direct,21->14->25
20,5,781.313493,mesh,direct,20->1->4->14->5
2,33,258.101069,mesh,mesh,2->21->33
40,55,554.734774,mesh,direct,40->33->44->55
21,30,159.891021,mesh,mesh,21->30
4,55,589.681137,mesh,direct,4->16->36->55
41,60,129.768935,direct,direct,41->60
22,15,430.626410,mesh,direct,22->14->4->15
2,1,49.295368,mesh,mesh,2->1
20,16,1330.440349,mesh,direct,20->30->2->12->4->14->16
63,53,33.716723,direct,direct,63->53
40,33,353.541063,direct,direct,40->33
11,30,554.193218,mesh,direct,11->2->12->30
21,40,216.546304,direct,direct,21->40
22,64,555.636686,mesh,direct,22->33->42->64
32,55,298.091170,mesh,direct,32->44->55
40,32,138.576393,direct,direct,40->32
42,16,716.167815,mesh,direct,42->12->14->16
2,1,49.295368,mesh,mesh,2->1
60,51,35.729889,direct,direct,60->51
20,51,264.435658,mesh,direct,20->40->51
41,60,129.768935,direct,direct,41->60
22,5,501.554977,mesh,direct,22->14->4->5
21,36,660.101609,mesh,direct,21->14->36
12,1,104.855981,direct,direct,12->1
20,50,173.386695,mesh,direct,20->30->50
40,41,17.391328,direct,direct,40->41
21,44,588.506743,mesh,mesh,21->14->33->44
20,31,155.690959,direct,direct,20->31
41,36,736.953351,mesh,direct,41->33->14->36
22,32,96.204677,direct,direct,22->32
44,55,76.042758,direct,direct,44->55
15,1,1071.359030,mesh,mesh,15->14->4->1
21,31,91.087061,direct,direct,21->31
31,42,55.373821,direct,direct,31->42
42,16,716.167815,mesh,direct,42->12->14->16
5,2,1100.467189,mesh,mesh,5->4->14->1->2
32,5,479.606944,mesh,direct,32->14->5
40,2,617.920477,mesh,mesh,40->1->2
60,10,425.991196,mesh,direct,60->30->10
21,50,252.364937,mesh,direct,21->30->50
20,12,161.091881,direct,direct,20->12
4,1,380.829034,mesh,mesh,4->1
41,44,399.765861,mesh,direct,41->31->44
22,50,324.141871,mesh,direct,22->30->50
60,51,35.729889,direct,direct,60->51
4,1,380.829034,mesh,mesh,4->1
21,32,118.259623,mesh,mesh,21->32
20,1,141.059965,mesh,mesh,20->1
40,24,421.715712,mesh,direct,40->33->24
60,20,622.777185,direct,direct,60->20
21,41,134.098941,mesh,direct,21->31->41
20,0,133.489355,direct,direct,20->0
0,15,597.025324,mesh,direct,0->1->4->14->15
41,55,466.713861,mesh,direct,41->33->44->55
22,51,380.831302,mesh,direct,22->40->51
44,63,143.155875,direct,direct,44->63
63,5,600.358594,mesh,direct,63->44->14->5
40,0,596.325472,mesh,direct,40->1->0
2,10,115.921435,direct,direct,2->10
40,2,617.920477,mesh,mesh,40->1->2
60,43,480.433255,mesh,direct,60->31->43
20,42,333.449186,mesh,direct,20->21->33->42
10,42,319.931372,mesh,direct,10->21->33->42
41,35,409.778682,mesh,direct,41->33->35
5,2,1100.467189,mesh,mesh,5->4->14->1->2
60,10,425.991196,mesh,direct,60->30->10
11,2,62.684647,direct,direct,11->2
21,31,91.087061,direct,direct,21->31
20,10,18.814986,direct,direct,20->10
0,12,216.099421,direct,direct,0->12
2,30,260.860363,mesh,direct,2->11->2->30
63,24,395.971709,mesh,direct,63->34->24
60,25,792.059411,mesh,direct,60->30->33->25
21,15,525.326282,mesh,direct,21->14->4->15
20,33,627.031593,mesh,mesh,20->30->2->21->33
53,16,490.889756,mesh,direct,53->24->16
40,43,230.257971,mesh,direct,40->31->43
60,41,129.768935,direct,direct,60->41
50,52,227.025898,direct,direct,50->52
42,32,27.828557,direct,direct,42->32
3,2,68.270980,direct,direct,3->2
0,30,359.609907,mesh,mesh,0->11->2->30
41,30,392.184489,mesh,mesh,41->21->30
2,21,182.873481,mesh,mesh,2->1->21
10,1,59.244507,mesh,mesh,10->1
4,33,503.128558,mesh,mesh,4->21->33
0,43,666.038390,mesh,direct,0->2->31->43
41,20,300.632418,mesh,mesh,41->21->20
22,34,320.005072,direct,direct,22->34
63,52,102.132799,direct,direct,63->52
40,13,724.741215,mesh,mesh,40->1->2->13
60,40,155.234949,direct,direct,60->40
21,35,450.269380,mesh,direct,21->14->35
23,22,51.333815,direct,direct,23->22
42,32,27.828557,direct,direct,42->32
20,40,159.605448,direct,direct,20->40
41,43,207.888198,mesh,direct,41->31->43
5,53,534.015068,mesh,direct,5->14->44->53
2,12,27.179759,direct,direct,2->12
43,14,345.173825,direct,direct,43->14
34,52,309.327995,mesh,direct,34->42->52
40,33,353.541063,direct,direct,40->33
31,16,508.213987,mesh,direct,31->24->16
0,10,66.955539,direct,direct,0->10
40,1,568.625109,mesh,mesh,40->1
60,63,288.930956,mesh,direct,60->52->63
0,10,66.955539,direct,direct,0->10
2,54,657.010842,mesh,direct,2->14->44->54
63,53,33.716723,direct,direct,63->53
60,63,288.930956,mesh,direct,60->52->63
0,1,27.700363,mesh,mesh,0->1
4,22,242.130484,direct,direct,4->22
20,14,921.262361,mesh,direct,20->30->2->12->14
22,0,295.419501,direct,direct,22->0
60,3,685.259161,mesh,direct,60->30->12->3
21,32,118.259623,mesh,mesh,21->32
26,31,477.971471,mesh,direct,26->33->31
20,3,606.148227,mesh,direct,20->30->2->3
42,15,405.244545,mesh,direct,42->24->15
2,25,359.877586,mesh,direct,2->14->25
51,40,104.830210,direct,direct,51->40
34,1,1279.755234,mesh,mesh,34->14->4->1
40,5,1208.878636,mesh,direct,40->1->4->14->5
60,35,781.321298,mesh,direct,60->30->33->35
21,45,495.901209,mesh,direct,21->24->45
20,63,455.554025,mesh,direct,20->31->43->63
10,0,66.955539,direct,direct,10->0
5,50,969.599126,mesh,direct,5->12->30->50
22,12,19.720086,direct,direct,22->12
63,35,387.324838,mesh,direct,63->34->35
60,40,155.234949,direct,direct,60->40
64,44,151.838250,direct,direct,64->44
15,43,386.919449,mesh,direct,15->33->43
23,25,167.333371,direct,direct,23->25
20,43,320.567276,mesh,direct,20->31->43
0,3,215.121720,mesh,direct,0->2->3
41,42,73.992804,direct,direct,41->42
2,4,163.295688,mesh,mesh,2->4
60,52,186.798156,direct,direct,60->52
21,51,321.376514,mesh,direct,21->40->51
4,51,1054.284353,mesh,direct,4->1->40->51
0,1,27.700363,mesh,mesh,0->1
3,53,521.195078,mesh,direct,3->14->44->53
40,21,216.546304,direct,direct,40->21
23,1,366.104924,mesh,mesh,23->1
50,2,607.724892,mesh,direct,50->11->2
20,50,343.045209,direct,direct,20->50
42,21,253.376396,direct,direct,42->21
0,3,215.121720,mesh,direct,0->2->3
41,35,409.778682,mesh,direct,41->33->35
12,51,509.229012,mesh,direct,12->40->51
21,32,118.259623,mesh,mesh,21->32
23,32,113.627495,direct,direct,23->32
0,1,27.700363,mesh,mesh,0->1
41,11,339.095225,direct,direct,41->11
22,13,86.322459,direct,direct,22->13
44,64,151.838250,direct,direct,44->64
32,24,119.756250,mesh,mesh,32->33->24
40,26,750.410024,mesh,direct,40->12->14->26
3,1,217.703006,mesh,mesh,3->1
21,63,781.106334,mesh,direct,21->14->44->63
42,63,213.336909,direct,direct,42->63
13,1,293.302664,mesh,mesh,13->1
3,13,49.389008,direct,direct,3->13
0,21,161.278477,mesh,mesh,0->1->21
5,21,1184.749934,mesh,mesh,5->4->14->1->21
24,25,23.352863,direct,direct,24->25
2,24,303.941236,mesh,mesh,2->13->33->24
53,54,64.704353,direct,direct,53->54
40,0,596.325472,mesh,mesh,40->1->0
60,20,622.777185,direct,direct,60->20
21,1,133.578113,mesh,mesh,21->1
0,32,373.194340,mesh,direct,0->2->12->32
33,40,353.541063,direct,direct,33->40
45,14,322.201609,direct,direct,45->14
63,35,387.324838,mesh,direct,63->34->35
40,15,1137.950069,mesh,direct,40->1->4->14->15
60,12,586.303709,mesh,direct,60->30->12
21,14,183.208996,mesh,direct,21->23->14
42,21,253.376396,direct,direct,42->21
40,45,567.511917,mesh,direct,40->31->24->45
20,53,429.233636,mesh,direct,20->31->53
3,35,256.701650,mesh,direct,3->14->35
22,31,98.939124,direct,direct,22->31
20,24,445.841385,mesh,direct,20->12->24
0,13,183.816470,mesh,mesh,0->1->2->13
41,20,300.632418,mesh,mesh,41->21->20
24,63,395.971709,mesh,direct,24->34->63
54,35,252.759064,direct,direct,54->35
34,30,905.483861,mesh,mesh,34->11->2->30
63,2,1706.140326,mesh,mesh,63->34->14->4->1->2
32,43,83.145881,direct,direct,32->43
26,1,1257.002511,mesh,mesh,26->14->4->1
23,45,328.450847,direct,direct,23->45
20,43,320.567276,mesh,direct,20->31->43
10,53,487.798843,mesh,direct,10->31->53
41,64,432.574593,mesh,direct,41->42->64
16,11,1092.279146,mesh,direct,16->14->4->11
21,42,265.110237,mesh,direct,21->33->42
42,24,301.955742,direct,direct,42->24
13,32,333.164337,mesh,direct,13->2->12->32
2,30,260.860363,mesh,direct,2->11->2->30
40,15,671.225501,mesh,direct,40->33->15
60,51,35.729889,direct,direct,60->51
20,53,429.233636,mesh,direct,20->31->53
41,43,231.017783,direct,direct,41->43
44,26,305.387515,direct,direct,44->26
11,20,44.738781,direct,direct,11->20
42,34,265.452495,direct,direct,42->34
20,24,445.841385,mesh,direct,20->12->24
41,43,231.017783,direct,direct,41->43
2,41,460.768401,mesh,direct,2->10->41
43,24,172.377708,direct,direct,43->24
60,13,638.141762,mesh,direct,60->31->13
21,24,234.472850,mesh,mesh,21->33->24
4,13,46.782478,mesh,mesh,4->13
20,26,1163.829918,mesh,direct,20->30->2->12->14->26
0,64,945.808040,mesh,direct,0->12->42->64
41,52,123.790417,direct,direct,41->52
22,41,265.031120,direct,direct,22->41
40,10,269.696260,direct,direct,40->10
60,30,257.465965,direct,direct,60->30
42,35,367.405416,direct,direct,42->35
20,26,1163.829918,mesh,direct,20->30->2->12->14->26
41,31,43.011880,direct,direct,41->31
2,22,89.368078,direct,direct,2->22
23,2,176.033041,direct,direct,23->2
20,41,198.702839,mesh,direct,20->31->41
43,64,211.180152,direct,direct,43->64
32,25,376.088405,direct,direct,32->25
21,43,368.724159,direct,direct,21->43
20,30,228.229969,mesh,mesh,20->21->30
42,20,953.421772,mesh,mesh,42->1->21->20
0,42,587.226251,mesh,direct,0->12->42
41,34,585.036192,mesh,direct,41->22->34
24,5,287.572945,direct,direct,24->5
35,55,209.846688,direct,direct,35->55
40,30,16.247679,direct,direct,40->30
60,32,423.943271,mesh,mesh,60->30->32
21,33,166.298202,mesh,mesh,21->33
30,41,120.884362,mesh,direct,30->31->41
20,64,890.800500,mesh,direct,20->12->42->64
41,35,566.726386,mesh,direct,41->23->35
22,53,577.761930,mesh,direct,22->24->53
40,0,596.325472,mesh,mesh,40->1->0
60,5,2094.156886,mesh,direct,60->31->30->2->12->5
42,34,265.452495,direct,direct,42->34
0,64,945.808040,mesh,direct,0->12->42->64
40,20,159.605448,direct,direct,40->20
60,52,186.798156,direct,direct,60->52
20,16,717.870059,mesh,direct,20->23->16
5,13,250.945918,direct,direct,5->13
41,16,740.686876,mesh,direct,41->23->16
21,34,789.494291,mesh,direct,21->14->4->34
20,4,353.651022,mesh,mesh,20->1->2->4
2,44,542.436092,mesh,mesh,2->14->33->44
55,34,215.615945,direct,direct,55->34
63,4,999.774719,mesh,mesh,63->34->14->4
51,52,67.235723,direct,direct,51->52
32,44,176.732554,mesh,mesh,32->33->44
40,35,497.799595,mesh,direct,40->33->35
21,0,161.278477,mesh,mesh,21->1->0
20,1,141.059965,mesh,mesh,20->1
0,41,411.802505,mesh,direct,0->10->41
50,53,455.661004,mesh,direct,50->31->53
26,12,674.585432,direct,direct,26->12
42,54,276.981094,direct,direct,42->54
20,15,591.073510,mesh,direct,20->23->15
14,32,506.285049,mesh,direct,14->2->12->32
0,64,945.808040,mesh,direct,0->12->42->64
40,45,476.138226,mesh,direct,40->43->45
60,20,622.777185,direct,direct,60->20
11,20,44.738781,direct,direct,11->20
21,42,265.110237,mesh,direct,21->33->42
20,42,532.218711,mesh,direct,20->12->42
13,21,426.880777,mesh,mesh,13->1->21
63,23,503.899296,mesh,direct,63->34->23
25,31,925.737087,mesh,direct,25->11->31
40,30,16.247679,direct,direct,40->30
60,5,2094.156886,mesh,direct,60->31->30->2->12->5
23,33,32.224954,direct,direct,23->33
