source_id,target_id,distance
5,45,252.618969
5,46,257.475439
5,47,297.526441
5,48,307.531045
5,49,376.438765
5,50,395.460939
5,51,354.087627
5,52,342.382225
5,53,283.124470
5,54,312.825901
5,55,305.046560
5,56,325.695855
5,57,328.051047
5,58,378.395558
5,59,415.483133
5,60,415.476379
5,61,397.938977
5,62,361.696198
5,63,376.154613
5,64,361.446391
5,65,371.600028
5,66,378.454275
5,67,403.681517
5,68,429.492494
5,69,448.271356
5,70,476.808985
5,71,453.663960
5,72,444.812531
5,73,433.089253
5,74,433.559354
5,75,429.205530
5,76,420.653618
5,77,463.383048
5,78,483.796461
5,79,523.247797
5,80,541.917573
5,81,510.749861
5,82,491.579041
5,83,489.716227
5,84,476.092600
5,85,493.931341
5,86,483.842914
5,87,522.784726
5,88,541.090303
5,89,571.725044
5,90,600.941643
5,91,555.333338
5,92,529.472829
5,93,533.156569
5,94,529.178361
5,95,550.570506
5,96,557.715120
5,97,584.987489
5,98,606.213815
5,99,608.354565
6,7,85.815960
6,8,121.934198
6,9,191.307839
6,10,362.797784
6,11,295.586423
6,12,226.047476
6,13,170.288593
6,14,114.382313
6,15,92.340252
6,16,69.474400
6,17,104.408618
6,18,167.844887
6,19,208.028561
6,20,373.370689
6,21,309.053884
6,22,240.734628
6,23,187.100222
6,24,166.751823
6,25,140.531519
6,26,115.798997
6,27,147.784714
6,28,217.623791
6,29,232.200647
6,30,390.722579
6,31,337.496809
6,32,281.141244
6,33,245.219939
6,34,205.453704
6,35,183.984715
6,36,190.855077
6,37,231.135414
6,38,253.322067
6,39,282.765754
6,40,414.440860
6,41,362.283857
6,42,337.350904
6,43,305.459663
6,44,271.728156
6,45,262.077615
6,46,256.249546
6,47,277.758871
6,48,278.925232
6,49,337.599084
6,50,451.632146
6,51,404.356993
6,52,386.976838
6,53,316.402752
6,54,337.691388
6,55,318.691962
6,56,322.188881
6,57,313.085260
6,58,352.586154
6,59,385.704160
6,60,465.326967
6,61,442.810875
6,62,398.683012
6,63,408.823701
6,64,381.297773
6,65,379.084505
6,66,380.823431
6,67,395.614287
6,68,412.517714
6,69,423.505454
6,70,524.263192
6,71,496.641134
6,72,477.420113
6,73,459.419588
6,74,453.237385
6,75,438.650715
6,76,418.808331
6,77,453.218367
6,78,470.416415
6,79,502.097629
6,80,584.567489
6,81,549.171164
6,82,522.658896
6,83,513.161102
6,84,491.992555
6,85,502.048780
6,86,485.195347
6,87,519.572431
6,88,526.821623
6,89,550.452615
6,90,641.446168
6,91,590.161794
6,92,558.166044
6,93,555.295508
6,94,548.272121
6,95,560.675276
6,96,558.431199
6,97,581.074884
6,98,594.292124
6,99,591.300944
7,8,45.718031
7,9,115.314563
7,10,438.970833
7,11,369.909474
7,12,294.196889
7,13,243.081929
7,14,178.949932
7,15,137.926146
7,16,52.163885
7,17,42.063343
7,18,82.034794
7,19,122.389283
7,20,439.721544
7,21,375.967354
7,22,298.976078
7,23,243.918248
7,24,200.992380
7,25,161.754941
7,26,114.144176
7,27,84.269724
7,28,140.007509
7,29,150.270286
7,30,448.598885
7,31,391.615248
7,32,333.284917
7,33,278.821529
7,34,228.148933
7,35,195.433518
7,36,173.405826
7,37,179.209881
7,38,186.386322
7,39,204.591288
7,40,463.933928
7,41,403.132881
7,42,372.042464
7,43,332.050324
7,44,275.144764
7,45,250.033188
7,46,230.778264
7,47,226.473648
7,48,216.716324
7,49,262.384722
7,50,497.961247
7,51,441.361062
7,52,415.547102
7,53,331.841345
7,54,340.452363
7,55,307.658432
7,56,288.665994
7,57,265.638439
7,58,290.553298
7,59,318.468293
7,60,500.182860
7,61,470.157163
7,62,415.569432
7,63,419.166940
7,64,375.133245
7,65,356.726860
7,66,351.813622
7,67,352.965512
7,68,358.724374
7,69,360.739690
7,70,553.992050
7,71,519.752873
7,72,485.548402
7,73,459.214206
7,74,444.143808
7,75,416.529452
7,76,383.020180
7,77,406.286072
7,78,419.311820
7,79,441.733795
7,80,605.529738
7,81,564.226169
7,82,527.487533
7,83,507.524980
7,84,476.730315
7,85,476.390129
7,86,451.424303
7,87,479.401063
7,88,473.597253
7,89,489.253608
7,90,658.199960
7,91,599.104145
7,92,558.841592
7,93,546.925266
7,94,535.926591
7,95,536.256476
7,96,522.265490
7,97,538.919738
7,98,542.668058
7,99,534.064982
8,9,70.740312
8,10,481.756854
8,11,413.192113
8,12,338.674177
8,13,286.413391
8,14,223.374214
8,15,183.493936
8,16,97.664748
8,17,76.872176
8,18,61.126729
8,19,100.264858
8,20,484.717515
8,21,420.806603
8,22,344.511602
8,23,289.430847
8,24,246.322081
8,25,206.432073
8,26,157.304837
8,27,106.204646
8,28,138.196200
8,29,139.751539
8,30,494.260920
8,31,437.331497
8,32,379.002904
8,33,323.656251
8,34,272.086833
8,35,238.138490
8,36,209.765592
8,37,199.135508
8,38,194.037984
8,39,197.992420
8,40,509.553325
8,41,448.265651
8,42,416.621774
8,43,375.715917
8,44,314.720235
8,45,285.639465
8,46,262.006165
8,47,244.473735
8,48,227.066182
8,49,257.911936
8,50,543.394380
8,51,486.026641
8,52,459.134497
8,53,373.513082
8,54,379.004401
8,55,342.452866
8,56,314.681065
8,57,284.695322
8,58,298.548182
8,59,321.233966
8,60,544.456400
8,61,513.355502
8,62,456.970957
8,63,459.022746
8,64,410.629364
8,65,386.464808
8,66,378.708986
8,67,372.832503
8,68,371.477330
8,69,366.649504
8,70,597.373507
8,71,562.008130
8,72,524.434272
8,73,495.857586
8,74,477.972749
8,75,445.587976
8,76,406.121824
8,77,422.770507
8,78,432.957728
8,79,448.437282
8,80,647.090756
8,81,604.547608
8,82,565.232349
8,83,542.081052
8,84,507.995813
8,85,503.287760
8,86,474.691491
8,87,498.979116
8,88,485.177387
8,89,494.791953
8,90,698.655510
8,91,637.710223
8,92,595.176925
8,93,580.282305
8,94,567.883784
8,95,563.222002
8,96,543.622537
8,97,556.839070
8,98,554.693872
8,99,542.234400
9,10,552.401547
9,11,483.917444
9,12,409.271355
9,13,357.150423
9,14,293.966106
9,15,253.033938
9,16,165.776864
9,17,136.863532
9,18,70.585089
9,19,83.824677
9,20,555.029275
9,21,491.233274
9,22,414.032678
9,23,359.033358
9,24,312.584054
9,25,271.248412
9,26,220.152615
9,27,149.442534
9,28,144.775166
9,29,132.373316
9,30,563.222752
9,31,505.712863
9,32,447.271216
9,33,388.054821
9,34,334.653490
9,35,298.673091
9,36,261.071582
9,37,228.411753
9,38,206.428096
9,39,188.231701
9,40,576.515903
9,41,513.176551
9,42,479.948157
9,43,436.959919
9,44,368.636991
9,45,333.598910
9,46,303.981889
9,47,267.984787
9,48,240.545450
9,49,246.641618
9,50,609.315350
9,51,549.393691
9,52,519.808992
9,53,430.617564
9,54,430.316718
9,55,387.961175
9,56,347.138420
9,57,307.778033
9,58,304.358988
9,59,318.050332
9,60,606.590328
9,61,572.920101
9,62,512.957173
9,63,511.989743
9,64,456.290628
9,65,423.040367
9,66,410.930149
9,67,394.246115
9,68,381.957572
9,69,366.725020
9,70,657.115465
9,71,619.287908
9,72,575.135236
9,73,542.658287
9,74,520.033665
9,75,480.111073
9,76,431.816943
9,77,437.771406
9,78,443.322408
9,79,447.693676
9,80,702.588307
9,81,657.633105
9,82,613.553616
9,83,584.822316
9,84,545.404652
9,85,533.521309
9,86,499.452529
9,87,517.500805
9,88,491.332767
9,89,491.379418
9,90,751.677322
9,91,687.287234
9,92,640.730726
9,93,620.636835
9,94,605.915235
9,95,592.906443
9,96,564.391487
9,97,571.946988
9,98,560.509163
9,99,542.184390
10,11,70.166527
10,12,151.804606
10,13,196.055086
10,14,261.874648
10,15,309.020402
10,16,394.312272
10,17,433.248506
10,18,514.134534
10,19,548.799297
10,20,83.818789
10,21,93.448528
10,22,173.116531
10,23,214.646627
10,24,283.153680
10,25,321.367628
10,26,366.224660
10,27,455.464828
10,28,529.027919
10,29,553.449622
10,30,144.367515
10,31,159.201196
10,32,178.847326
10,33,258.994055
10,34,299.266483
10,35,330.528979
10,36,393.005195
10,37,480.575009
10,38,529.560139
10,39,583.981353
10,40,201.539242
10,41,230.053610
10,42,253.593117
10,43,282.335344
10,44,355.575126
10,45,397.357647
10,46,430.509655
10,47,506.748362
10,48,535.708384
10,49,620.100785
10,50,236.420563
10,51,261.752445
10,52,294.112455
10,53,325.681110
10,54,377.179135
10,55,415.082860
10,56,484.514793
10,57,518.734487
10,58,589.428096
10,59,632.586158
10,60,301.611867
10,61,324.602481
10,62,348.645897
10,63,379.885073
10,64,428.094887
10,65,482.342365
10,66,505.277612
10,67,559.418388
10,68,608.531924
10,69,647.876483
10,70,362.423718
10,71,374.737641
10,72,427.304754
10,73,449.819469
10,74,480.214556
10,75,518.615867
10,76,552.726518
10,77,616.074472
10,78,644.187902
10,79,704.056168
10,80,444.895086
10,81,445.338669
10,82,470.462100
10,83,506.448469
10,84,529.285934
10,85,575.625246
10,86,593.159149
10,87,642.899777
10,88,697.608368
10,89,748.439723
10,90,507.009788
10,91,501.429252
10,92,512.679599
10,93,547.463341
10,94,558.168636
10,95,614.868166
10,96,658.413257
10,97,699.812167
10,98,747.960547
10,99,767.800642
11,12,82.111251
11,13,126.840637
11,14,192.071909
11,15,238.917363
11,16,324.556542
11,17,363.271992
11,18,444.325004
11,19,478.745279
11,20,95.096610
11,21,52.261165
11,22,109.437793
11,23,145.651181
11,24,214.822084
11,25,252.002035
11,26,296.198241
11,27,385.318548
11,28,459.006588
11,29,483.331824
11,30,143.366520
11,31,129.820424
11,32,127.201924
11,33,199.389385
11,34,234.286631
11,35,263.503555
11,36,325.325025
11,37,412.363556
11,38,460.648338
11,39,514.417353
11,40,195.255390
11,41,199.914596
11,42,213.637711
11,43,232.806043
11,44,296.468820
11,45,335.077441
11,46,366.090627
11,47,440.187455
11,48,467.843362
11,49,551.555016
11,50,235.235938
11,51,239.284456
11,52,261.770951
11,53,275.071780
11,54,325.877953
11,55,358.106285
11,56,422.984406
11,57,454.155401
11,58,523.558674
11,59,566.450767
11,60,289.480823
11,61,301.705928
11,62,311.627940
11,63,340.914204
11,64,378.791891
11,65,427.503520
11,66,448.594922
11,67,499.732955
11,68,546.499287
11,69,583.759521
11,70,354.020036
11,71,356.430388
11,72,395.567347
11,73,411.283302
11,74,436.631437
11,75,468.286374
11,76,496.298933
11,77,557.687330
11,78,585.077653
11,79,642.772839
11,80,434.699968
11,81,426.407908
11,82,441.274796
11,83,469.878692
11,84,485.904172
11,85,528.020325
11,86,541.112219
11,87,589.911010
11,88,639.667746
11,89,688.085420
11,90,497.833582
11,91,481.366891
11,92,483.844020
11,93,512.581462
11,94,520.431381
11,95,571.314743
11,96,608.950767
11,97,648.507466
11,98,692.799409
11,99,710.100001
12,13,57.988128
12,14,115.306278
12,15,159.444012
12,16,246.616671
12,17,284.150312
12,18,365.759497
12,19,398.990775
12,20,147.328405
12,21,83.007862
12,22,46.138404
12,23,63.928435
12,24,133.448572
12,25,169.900679
12,26,214.525181
12,27,304.114732
12,28,377.291907
12,29,401.911453
12,30,170.421991
12,31,127.194483
12,32,87.964620
12,33,132.372936
12,34,157.082069
12,35,183.295013
12,36,244.224731
12,37,330.739919
12,38,378.638418
12,39,432.322667
12,40,206.502999
12,41,180.185601
12,42,177.728274
12,43,180.192102
12,44,226.426737
12,45,260.095614
12,46,288.242000
12,47,359.852483
12,48,386.412877
12,49,469.682350
12,50,247.163300
12,51,224.945060
12,52,232.055467
12,53,218.209404
12,54,266.034124
12,55,289.740219
12,56,348.129027
12,57,375.732147
12,58,443.704614
12,59,486.298602
12,60,283.666698
12,61,281.560628
12,62,272.182909
12,63,297.449071
12,64,320.224611
12,65,360.847828
12,66,379.386372
12,67,426.524992
12,68,470.450654
12,69,505.458138
12,70,348.780239
12,71,338.994647
12,72,359.536829
12,73,366.006177
12,74,384.231709
12,75,406.757011
12,76,426.955888
12,77,485.637521
12,78,512.078074
12,79,567.214941
12,80,424.041717
12,81,405.415119
12,82,407.074527
12,83,425.684049
12,84,432.832102
12,85,469.100692
12,86,476.644918
12,87,523.926708
12,88,567.734830
12,89,613.379421
12,90,486.579341
12,91,457.393858
12,92,449.006849
12,93,469.647996
12,94,473.819905
12,95,516.837670
12,96,546.992129
12,97,584.098946
12,98,623.743773
12,99,638.170638
13,14,66.609958
13,15,115.355619
13,16,198.484679
13,17,237.947482
13,18,318.314912
13,19,353.705236
13,20,204.005906
13,21,139.952863
13,22,88.939627
13,23,60.714811
13,24,116.744785
13,25,141.914621
13,26,177.538207
13,27,263.475316
13,28,338.664588
13,29,361.602623
13,30,228.176559
13,31,182.248199
13,32,135.007800
13,33,149.631969
13,34,153.294277
13,35,168.194614
13,36,222.442618
13,37,304.061998
13,38,347.922492
13,39,397.383888
13,40,261.872359
13,41,227.475537
13,42,217.323091
13,43,207.844606
13,44,231.364041
13,45,255.028179
13,46,275.947157
13,47,338.755331
13,48,360.181275
13,49,439.718031
13,50,302.016428
13,51,272.572641
13,52,272.342821
13,53,239.483731
13,54,281.986682
13,55,294.459686
13,56,340.808347
13,57,360.122930
13,58,423.175493
13,59,464.411712
13,60,332.966891
13,61,325.069909
13,62,305.103573
13,63,326.721491
13,64,335.678631
13,65,365.927404
13,66,380.606232
13,67,420.757641
13,68,458.916354
13,69,488.618561
13,70,397.228951
13,71,382.534821
13,72,392.397588
13,73,392.156025
13,74,404.064933
13,75,417.058793
13,76,427.145973
13,77,480.984342
13,78,505.603697
13,79,555.731309
13,80,469.403329
13,81,446.169618
13,82,440.248266
13,83,451.557246
13,84,451.175787
13,85,481.209881
13,86,482.465086
13,87,527.318154
13,88,562.443328
13,89,603.126904
13,90,531.068142
13,91,495.908701
13,92,481.144204
13,93,495.831202
13,94,497.085261
13,95,532.723570
13,96,554.893152
13,97,588.819954
13,98,622.203972
13,99,632.346961
14,15,49.227041
14,16,132.484663
14,17,171.503605
14,18,252.271500
14,19,287.219110
14,20,261.735632
14,21,197.611847
14,22,126.360661
14,23,73.397154
14,24,80.555877
14,25,87.364570
14,26,113.467884
14,27,197.231886
14,28,272.697922
14,29,295.247916
14,30,276.419090
14,31,223.277105
14,32,167.605303
14,33,145.667935
14,34,124.422517
14,35,124.374473
14,36,168.138602
14,37,243.978638
14,38,285.029889
14,39,332.396024
14,40,300.818028
14,41,252.493839
14,42,232.019835
14,43,208.247219
14,44,203.425947
14,45,214.995775
14,46,228.014423
14,47,282.028150
14,48,299.728424
14,49,376.692095
14,50,338.711709
14,51,296.058932
14,52,284.767985
14,53,229.618843
14,54,263.289594
14,55,262.723620
14,56,295.526959
14,57,307.272030
14,58,365.859910
14,59,405.862284
14,60,357.443568
14,61,340.204275
14,62,306.057115
14,63,322.104067
14,64,314.121557
14,65,332.149705
14,66,342.549549
14,67,375.308714
14,68,408.016913
14,69,433.360697
14,70,418.786420
14,71,396.176892
14,72,390.434671
14,73,381.562878
14,74,385.551064
14,75,387.560987
14,76,387.147907
14,77,435.700549
14,78,458.446123
14,79,504.012621
14,80,484.403399
14,81,454.228156
14,82,437.629357
14,83,439.281689
14,84,429.913896
14,85,452.471089
14,86,447.137731
14,87,488.992367
14,88,515.778023
14,89,552.060588
14,90,543.795163
14,91,499.818179
14,92,476.384516
14,93,483.156991
14,94,480.815201
14,95,507.372770
14,96,520.748513
14,97,551.148190
14,98,578.373732
14,99,584.714211
15,16,87.889995
15,17,124.711729
15,18,206.341559
15,19,239.863738
15,20,302.669676
15,21,239.459774
15,22,161.050672
15,23,106.007244
15,24,74.435737
15,25,55.280189
15,26,65.395939
15,27,148.135445
15,28,223.496809
15,29,246.247051
15,30,310.845019
15,31,254.442837
15,32,196.417754
15,33,153.042531
15,34,114.491760
15,35,99.318489
15,36,128.435153
15,37,197.811841
15,38,236.846232
15,39,283.264958
15,40,328.580911
15,41,272.296499
15,42,245.689777
15,43,213.134409
15,44,186.230183
15,45,186.659570
15,46,192.238009
15,47,238.078823
15,48,253.005736
15,49,328.304873
15,50,364.212301
15,51,313.413040
15,52,294.722159
15,53,225.527057
15,54,250.740219
15,55,239.649356
15,56,260.496272
15,57,266.059457
15,58,320.979326
15,59,360.023056
15,60,374.056164
15,61,350.541096
15,62,307.010324
15,63,318.444562
15,64,297.690230
15,65,305.665251
15,66,312.499984
15,67,339.089153
15,68,367.466846
15,69,389.613636
15,70,432.272417
15,71,404.305105
15,72,387.206477
15,73,372.034841
15,74,369.933157
15,75,363.475975
15,76,354.975685
15,77,399.085667
15,78,420.306700
15,79,462.426586
15,80,492.255754
15,81,457.375132
15,82,433.124837
15,83,427.534397
15,84,411.514144
15,85,428.130551
15,86,417.877880
15,87,457.134953
15,88,477.687140
15,89,510.758282
15,90,549.352969
15,91,499.336181
15,92,469.759372
15,93,470.546431
15,94,465.539997
15,95,485.025994
15,96,491.751121
15,97,519.361707
15,98,542.016813
15,99,545.664670
16,17,40.962782
16,18,119.838553
16,19,155.916487
16,20,390.559554
16,21,327.281487
16,22,248.463574
16,23,193.598321
16,24,148.832702
16,25,110.042186
16,26,65.207216
16,27,79.590282
16,28,152.814094
16,29,170.821128
16,30,397.446391
16,31,340.063980
16,32,281.659051
16,33,226.856639
16,34,176.990506
16,35,145.848094
16,36,133.408009
16,37,162.259206
16,38,184.246493
16,39,217.249885
16,40,411.892931
16,41,351.006625
16,42,320.202202
16,43,280.963284
16,44,228.792435
16,45,209.063220
16,46,196.092736
16,47,209.275630
16,48,209.452571
16,49,270.147453
16,50,445.805623
16,51,389.448496
16,52,364.445483
16,53,282.760728
16,54,294.867173
16,55,266.902542
16,56,259.281819
16,57,245.614136
16,58,283.131697
16,59,316.358260
16,60,448.507554
16,61,419.349185
16,62,366.558155
16,63,371.781242
16,64,332.919521
16,65,321.610138
16,66,320.225553
16,67,329.897380
16,68,344.059017
16,69,354.057823
16,70,502.978475
16,71,469.756850
16,72,439.026671
16,73,415.240241
16,74,403.447879
16,75,381.622681
16,76,355.600583
16,77,386.440001
16,78,402.633982
16,79,432.848441
16,80,556.109051
16,81,516.062396
16,82,482.087688
16,83,465.706123
16,84,438.811902
16,85,443.551148
16,86,423.049756
16,87,455.099204
16,88,458.681937
16,89,481.158846
16,90,609.795628
16,91,552.645128
16,92,514.888618
16,93,506.303175
16,94,496.925117
16,95,502.958752
16,96,495.543975
16,97,516.061565
16,98,526.595913
16,99,522.511821
17,18,81.839951
17,19,115.766834
17,20,426.109536
